,Date,Open,Close
1,2018-01-01,936.3499755859376,927.25
2,2018-01-02,929.2750244140624,936.1749877929688
3,2018-01-03,937.5,926.3250122070312
4,2018-01-04,926.5,929.9500122070312
5,2018-01-05,931.5,931.7999877929688
6,2018-01-08,932.5,930.2999877929688
7,2018-01-09,931.0,931.8499755859376
8,2018-01-10,932.5999755859376,932.0999755859376
9,2018-01-11,932.0999755859376,936.2750244140624
10,2018-01-12,936.5,932.6500244140624
11,2018-01-15,934.9749755859376,948.875
12,2018-01-16,951.7249755859376,950.0750122070312
13,2018-01-17,948.5,945.25
14,2018-01-18,962.0,967.1500244140624
15,2018-01-19,967.5750122070312,976.0999755859376
16,2018-01-22,980.0,981.6749877929688
17,2018-01-23,982.5,975.6500244140624
18,2018-01-24,976.2750244140624,978.8250122070312
19,2018-01-25,976.9500122070312,987.4749755859376
20,2018-01-29,989.0,999.8250122070312
21,2018-01-30,998.9000244140624,997.75
22,2018-01-31,994.7000122070312,1002.8499755859376
23,2018-02-01,1003.0,995.5750122070312
24,2018-02-02,993.0,974.0
25,2018-02-05,959.0,956.9249877929688
26,2018-02-06,930.0,948.4000244140624
27,2018-02-07,953.5,936.4000244140624
28,2018-02-08,942.0,940.4749755859376
29,2018-02-09,923.9500122070312,924.75
30,2018-02-12,930.0,938.3250122070312
31,2018-02-14,944.9000244140624,941.5750122070312
32,2018-02-15,944.8499755859376,940.9500122070312
33,2018-02-16,941.9500122070312,939.2999877929688
34,2018-02-19,941.2999877929688,939.0999755859376
35,2018-02-20,942.375,931.5999755859376
36,2018-02-21,933.9749755859376,928.7000122070312
37,2018-02-22,925.0,926.5999755859376
38,2018-02-23,928.4500122070312,940.2750244140624
39,2018-02-26,944.0499877929688,955.7750244140624
40,2018-02-27,957.375,951.2750244140624
41,2018-02-28,944.7750244140624,942.0999755859376
42,2018-03-01,939.6500244140624,937.1749877929688
43,2018-03-05,937.0750122070312,934.9749755859376
44,2018-03-06,935.0,923.125
45,2018-03-07,920.0,916.2999877929688
46,2018-03-08,919.9000244140624,926.4249877929688
47,2018-03-09,927.4749755859376,925.5250244140624
48,2018-03-12,930.0999755859376,933.625
49,2018-03-13,933.7249755859376,930.125
50,2018-03-14,928.0,932.25
51,2018-03-15,932.5999755859376,940.4000244140624
52,2018-03-16,940.0,926.5
53,2018-03-19,926.5,923.625
54,2018-03-20,922.5499877929688,919.75
55,2018-03-21,924.0,929.4500122070312
56,2018-03-22,929.4500122070312,933.875
57,2018-03-23,923.3250122070312,920.7750244140624
58,2018-03-26,919.9500122070312,946.7249755859376
59,2018-03-27,946.9000244140624,946.2999877929688
60,2018-03-28,941.4749755859376,943.0499877929688
61,2018-04-02,945.25,965.5999755859376
62,2018-04-03,961.9749755859376,957.9500122070312
63,2018-04-04,956.4749755859376,941.625
64,2018-04-05,950.6500244140624,954.4500122070312
65,2018-04-06,956.0999755859376,961.7000122070312
66,2018-04-09,959.4000244140624,969.5250244140624
67,2018-04-10,971.5,960.4249877929688
68,2018-04-11,957.9500122070312,959.4249877929688
69,2018-04-12,958.0,964.4000244140624
70,2018-04-13,964.0,962.5
71,2018-04-16,960.0,971.0499877929688
72,2018-04-17,971.75,974.25
73,2018-04-18,975.5,966.2999877929688
74,2018-04-19,970.0,969.5
75,2018-04-20,970.5,977.9500122070312
76,2018-04-23,989.5,967.875
77,2018-04-24,967.5,967.5
78,2018-04-25,963.9500122070312,960.375
79,2018-04-26,958.4000244140624,965.125
80,2018-04-27,966.5,961.7000122070312
81,2018-04-30,965.0,972.1500244140624
82,2018-05-02,975.0,984.75
83,2018-05-03,984.0250244140624,983.9500122070312
84,2018-05-04,985.0,994.25
85,2018-05-07,990.8250122070312,988.7000122070312
86,2018-05-08,989.625,983.5250244140624
87,2018-05-09,978.0750122070312,989.2000122070312
88,2018-05-10,994.2999877929688,996.3499755859376
89,2018-05-11,996.3499755859376,1005.875
90,2018-05-14,1008.5999755859376,1010.875
91,2018-05-15,1013.5250244140624,1018.9000244140624
92,2018-05-16,1015.2750244140624,1011.6749877929688
93,2018-05-17,1011.9249877929688,1013.875
94,2018-05-18,1012.3499755859376,1006.0750122070312
95,2018-05-21,1008.0499877929688,996.5250244140624
96,2018-05-22,999.3499755859376,994.9500122070312
97,2018-05-23,993.9000244140624,983.75
98,2018-05-24,983.5499877929688,993.0
99,2018-05-25,995.0,1004.3499755859376
100,2018-05-28,1003.9000244140624,1021.0999755859376
101,2018-05-29,1019.0,1016.2999877929688
102,2018-05-30,1009.8499755859376,1024.175048828125
103,2018-05-31,1050.0,1069.7249755859375
104,2018-06-01,1058.0,1055.300048828125
105,2018-06-04,1075.0,1023.0999755859376
106,2018-06-05,1025.0,1031.800048828125
107,2018-06-06,1030.0999755859375,1028.675048828125
108,2018-06-07,1036.5999755859375,1031.0999755859375
109,2018-06-08,1029.5,1024.675048828125
110,2018-06-11,1025.949951171875,1021.1500244140624
111,2018-06-12,1025.949951171875,1021.9249877929688
112,2018-06-13,1026.0,1015.7249755859376
113,2018-06-14,1015.0,1018.7000122070312
114,2018-06-15,1013.0,1014.7999877929688
115,2018-06-18,1015.0499877929688,1009.5750122070312
116,2018-06-19,1012.4749755859376,1011.75
117,2018-06-20,1013.0,1028.074951171875
118,2018-06-21,1030.0,1028.800048828125
119,2018-06-22,1028.4749755859375,1041.675048828125
120,2018-06-25,1041.5250244140625,1047.4749755859375
121,2018-06-26,1043.0250244140625,1046.8499755859375
122,2018-06-27,1046.5,1056.300048828125
123,2018-06-28,1057.5,1065.425048828125
124,2018-06-29,1060.8499755859375,1054.2249755859375
125,2018-07-02,1054.175048828125,1036.625
126,2018-07-03,1036.625,1035.0999755859375
127,2018-07-04,1038.125,1051.7750244140625
128,2018-07-05,1052.5,1061.875
129,2018-07-06,1056.6500244140625,1057.574951171875
130,2018-07-09,1060.925048828125,1062.824951171875
131,2018-07-10,1064.949951171875,1073.199951171875
132,2018-07-11,1072.5250244140625,1074.125
133,2018-07-12,1076.449951171875,1082.9749755859375
134,2018-07-13,1084.199951171875,1090.449951171875
135,2018-07-16,1089.699951171875,1084.425048828125
136,2018-07-17,1081.625,1088.375
137,2018-07-18,1093.5,1088.0999755859375
138,2018-07-19,1091.5,1093.050048828125
139,2018-07-20,1093.050048828125,1094.5250244140625
140,2018-07-23,1075.0,1078.2249755859375
141,2018-07-24,1073.5,1079.875
142,2018-07-25,1082.324951171875,1085.175048828125
143,2018-07-26,1082.5,1096.300048828125
144,2018-07-27,1100.9749755859375,1101.074951171875
145,2018-07-30,1099.5,1084.949951171875
146,2018-07-31,1080.0,1089.75
147,2018-08-01,1081.4000244140625,1079.3499755859375
148,2018-08-02,1076.75,1065.0999755859375
149,2018-08-03,1066.7750244140625,1060.824951171875
150,2018-08-06,1060.5,1057.1500244140625
151,2018-08-07,1062.5,1065.449951171875
152,2018-08-08,1067.925048828125,1068.175048828125
153,2018-08-09,1071.0,1059.25
154,2018-08-10,1061.75,1057.2249755859375
155,2018-08-13,1042.0,1045.824951171875
156,2018-08-14,1049.0,1044.550048828125
157,2018-08-16,1041.5,1037.8499755859375
