Date,ASTRAL.BO,AXISBANK.BO,BAJFINANCE.BO,BEL.BO,BLUEDART.BO,CROMPTON.BO,DIVISLAB.BO,ESCORTS.BO,GAIL.BO,GLENMARK.NS,HDFC.BO,HDFCBANK.BO,ICICIBANK.BO,INFY.BO,KOTAKBANK.BO,LTTS.BO,PAGEIND.BO,RELIANCE.BO,SBIN.BO,TCS.BO,^BSESN
05-11-2018,764.9199829,624.2999878,2359.949951,95.09999847,2769.800049,215,1465.550049,678.25,185.6499939,631,1795.650024,976.4249878,349.7999878,662.75,1129.5,1659.099976,29793.94922,1088.550049,295.2999878,1889.949951,34950.92188
06-11-2018,771.7999878,607.5999756,2338,95.05000305,2798.199951,211.8000031,1478.550049,673.25,187.0249939,657.5,1802.449951,975.4749756,353.2000122,666.7999878,1129,1661.650024,29553.15039,1103.449951,286.5,1931.949951,34991.91016
07-11-2018,778.8400269,607.0999756,2349.100098,95.55000305,2840.949951,214.3500061,1498.300049,677.5999756,187.375,665.5499878,1815.300049,979.2249756,356,676,1135.099976,1692.599976,29588.40039,1110.550049,286.6499939,1942.800049,35237.67969
09-11-2018,773.8400269,612.5999756,2375.899902,98.69999695,2953,214.4499969,1550.699951,665.2000122,183.875,676.1500244,1816.900024,974.8250122,355.7999878,661.4500122,1137.849976,1665.599976,30190.05078,1093.349976,283,1909.800049,35158.55078
12-11-2018,768.5599976,606.2000122,2279.800049,95.19999695,2920.649902,210.6000061,1510.599976,653.0499878,182.2749939,661.0999756,1795.050049,961.6749878,352.2999878,664.4500122,1155.900024,1658.800049,29595.69922,1078.75,277.75,1915.900024,34812.98828
13-11-2018,769.7600098,618.5999756,2285,94.69999695,2909.100098,206.0500031,1529.699951,661.3499756,182.7250061,676.2000122,1824.050049,964.5999756,360.8999939,665.7000122,1165,1604.599976,29058.15039,1099.550049,278.1499939,1935.800049,35144.48828
14-11-2018,812.039978,612.75,2292.699951,95.94999695,2976.600098,205.8500061,1504.300049,654.4500122,176.1999969,655.0999756,1838.449951,979.2249756,366.6000061,653.4500122,1129.550049,1560.050049,27650,1096.099976,283.7000122,1880.550049,35141.98828
15-11-2018,836.5200195,625.6500244,2339.399902,96.55000305,3062.699951,203.3000031,1530.849976,665.0499878,174.0249939,664.8499756,1852.199951,987.0250244,369.6000061,656.3499756,1162.650024,1555.650024,25695.69922,1096.900024,285.2999878,1865.5,35260.53906
16-11-2018,831.6799927,618.2999878,2397.149902,93.09999847,3118.649902,204.5,1554.449951,663.5999756,171,646.9500122,1887.550049,999.4500122,367.3999939,650.4500122,1167.5,1519.5,25517.94922,1127.5,290.2999878,1882.25,35457.16016
19-11-2018,823.5999756,615.1500244,2360.649902,93.94999695,3112.649902,203.1999969,1558.099976,670.9500122,167.3999939,646.25,1898.349976,1007,362.5,651.7999878,1174.199951,1542.5,26482.25,1149.599976,288.2000122,1902.050049,35774.87891
20-11-2018,832.039978,612.8499756,2381,92.90000153,3110.75,204.75,1532.25,659.7000122,172.1750031,635.4000244,1877.050049,1007.625,358,641.0999756,1173.400024,1511.050049,27547.84961,1138.650024,283.0499878,1877.75,35474.51172
21-11-2018,830.7199707,626.3499756,2429.850098,94.40000153,3100.449951,203.0500031,1539.050049,662.5999756,172.2250061,641.1500244,1867.900024,1009.775024,356.7999878,620.9500122,1176.849976,1509.099976,27851.75,1112.300049,286.5499878,1811.75,35199.80078
22-11-2018,841.5200195,614.2999878,2378.25,93.75,3053.5,202.75,1528.75,662.4000244,172.3999939,638.4000244,1874.5,1002.724976,351.9500122,620.4500122,1171.400024,1511.800049,26891.75,1102.849976,282.6000061,1815.25,34981.01953
26-11-2018,845.6799927,630.7999878,2392.699951,95.80000305,2997.399902,204.9499969,1509.150024,672.8499756,169.8500061,641.5999756,1880.199951,1024.75,356.5,621.2999878,1170.349976,1525.400024,26756.80078,1109.599976,285.7000122,1846.099976,35354.07813
27-11-2018,868.039978,625.2000122,2431.25,93.34999847,3077.649902,204.1499939,1520.300049,688.4000244,173.7250061,645.9000244,1901.650024,1029.474976,354.3500061,637,1173.949951,1522.25,26384.19922,1127.5,289.0499878,1888.349976,35513.14063
28-11-2018,853.4000244,627.6500244,2411.199951,88.84999847,3060.850098,210.8999939,1480.199951,681.7999878,169.6999969,648.7000122,1926.300049,1042.324951,359.0499878,666.3499756,1160.900024,1567.949951,26056.19922,1146.25,284.1499939,1976.550049,35716.94922
29-11-2018,852,630.3499756,2505.699951,85.40000153,3153.300049,215.1000061,1457.699951,694.2999878,169.7749939,637.25,1955.550049,1065,362.25,659.5999756,1210.150024,1524.150024,25289.84961,1170,286.25,1959.449951,36170.41016
30-11-2018,835.5599976,625.75,2528.399902,83.19999695,3132.600098,216.6499939,1437.199951,704.4500122,171.8249969,653.1500244,1983.699951,1058.574951,355,666.5,1232.349976,1548.449951,26888.65039,1168.199951,284.3500061,1970.599976,36194.30078
03-12-2018,832,624.7999878,2507.050049,85.15000153,3132.600098,220.1000061,1454.849976,706.5499878,177.9750061,621.7000122,1977.25,1056.724976,355.5,669.8499756,1229.349976,1550.550049,26541.40039,1156.300049,287,1982.199951,36241
04-12-2018,835.960022,622.6500244,2539.25,83.80000305,3129.75,218.75,1492.400024,695.8499756,177.375,619.75,1939.199951,1044.375,358,684.4500122,1225.349976,1556.449951,25948.44922,1151.550049,282.2999878,2009.400024,36134.30859
05-12-2018,843.2399902,614.5499878,2495.350098,82.75,3137.199951,219.6999969,1479.400024,659.75,174.6000061,626.75,1973.199951,1049.724976,351.1000061,681.4500122,1211.300049,1575.199951,25171.09961,1154.849976,280.2000122,2006.099976,35884.41016
06-12-2018,837.1199951,600.3499756,2431.399902,81.90000153,3100,220.6000061,1461,631.5,174.4250031,625.5,1944.199951,1047.050049,347.5499878,668.2000122,1181.5,1518.699951,24220.65039,1123.449951,275.75,1991.75,35312.12891
07-12-2018,844.8800049,603.25,2488.100098,80.40000153,3093,218.9499969,1491.5,626.1500244,167.3500061,644.5499878,1952.25,1052.824951,352.1499939,681.0499878,1282.25,1529.849976,24268.09961,1133.25,275.3999939,1995.949951,35673.25
10-12-2018,838.4799805,590,2397.75,77.55000305,3013.850098,215.9499969,1472,603.8499756,166.125,635,1909.199951,1044.574951,346.3500061,667.7999878,1198.150024,1550.75,24079.09961,1088.5,273.3999939,1974.900024,34959.71875
11-12-2018,824.5599976,604.25,2431.350098,79.05000305,3058,219.8000031,1477.650024,625.0999756,166.6000061,665,1905.449951,1030.400024,342.75,674.25,1218.5,1554.050049,24124.09961,1096.199951,281.2000122,1998.349976,35150.01172
12-12-2018,852.3599854,619.3499756,2494.449951,80.30000305,3061.600098,223.75,1529.199951,657.5999756,172.25,658.5999756,1939.199951,1042.675049,350.3999939,678.7000122,1236.400024,1575.400024,24493.59961,1110.5,285.25,2018.699951,35779.07031
13-12-2018,849.2399902,618.1500244,2489.600098,84.09999847,3128.699951,226.9499969,1520.75,659.6500244,173.1750031,677.2999878,1941.949951,1050.525024,349.2999878,696.5,1262.099976,1599.199951,24266.75,1106.800049,288.6000061,1983.650024,35929.64063
14-12-2018,855.5599976,618.7000122,2488,82.40000153,3110.949951,225.25,1492.400024,663.9500122,175.4750061,668.5499878,1904.150024,1046.875,352.1000061,705.5999756,1255.25,1631.949951,24080.94922,1111.75,289.1499939,1989.25,35962.92969
17-12-2018,851.039978,617.25,2477.949951,83.69999695,3080.25,224.3999939,1482.150024,670.9000244,176.5249939,684.6500244,1959.150024,1065.224976,358,693.5499878,1223.900024,1639.900024,24874.15039,1130.599976,288.6499939,1993.25,36270.07031
18-12-2018,854.5599976,619.75,2530.300049,84.30000305,3051.75,228.1999969,1492.599976,672.7999878,177.3000031,686.0999756,1953.150024,1068.224976,362.3500061,676.3499756,1237.099976,1617.400024,24401.40039,1136.449951,292.5499878,1987.699951,36347.07813
19-12-2018,863.5999756,639.4500122,2599.100098,86.69999695,3077.800049,228.3999939,1514.099976,673.5499878,179.2250061,686.9500122,1978.199951,1061.324951,366.6000061,665.25,1228.050049,1607.099976,24981.25,1137.099976,300.3999939,1967.199951,36484.32813
20-12-2018,864.7199707,633,2591.5,90.30000305,3125.600098,225.8000031,1510.849976,692.4000244,176.625,686.6500244,1976.25,1066.974976,362.25,666.8499756,1236,1637.849976,24922.80078,1127.25,293.8500061,1956.349976,36431.67188
21-12-2018,869.1199951,621.0999756,2601.350098,88.65000153,3140.25,222.25,1473.550049,683,172.75,672.2000122,1949.449951,1055.75,353.3500061,645.75,1227.400024,1646.75,24187.40039,1098.349976,291.6499939,1897.25,35742.07031
24-12-2018,859.0800171,614.7999878,2565,87.94999695,3109.800049,224.1000061,1447.25,672.2000122,173.8500061,677.0499878,1901.949951,1042.025024,353.2999878,649.0499878,1237.650024,1681,23804.59961,1090.050049,292.7999878,1915.550049,35470.14844
26-12-2018,861.1599731,616.8499756,2569.399902,88.75,3155.25,226.75,1455.599976,683.25,176.7250061,671.0499878,1934.449951,1060.099976,355.3500061,644.5999756,1249.650024,1692.300049,23568.90039,1096.949951,293.9500122,1889.5,35649.94141
27-12-2018,893,617.5,2581.800049,86.44999695,3233.449951,225.1499939,1470.599976,685.9500122,178.0500031,683.0999756,1946.650024,1053.050049,355.3999939,657.3499756,1239.349976,1684.099976,23850.94922,1120,291.8500061,1909.449951,35807.28125
28-12-2018,922.8800049,625.25,2631.649902,87.75,3299.75,224.3000031,1465.849976,701.3499756,178.7749939,696.75,1980.099976,1061.449951,361.0499878,657.5999756,1244.650024,1700.599976,24937.40039,1125.800049,294.4500122,1895.800049,36076.71875
31-12-2018,905.8800049,619.7999878,2641.149902,87.94999695,3374.649902,227.5500031,1482.199951,706.2000122,180.2250061,693.0499878,1970,1061.224976,360,659.8499756,1254.75,1711.300049,25161.30078,1121.050049,295.6499939,1893.550049,36068.32813
01-01-2019,905.7999878,627.5,2656.199951,87.80000305,3419.699951,234.3500061,1478.550049,719.4500122,181.1000061,692.1500244,2009.599976,1073.724976,363.6499939,664.6500244,1251.349976,1721.75,24803.30078,1121.349976,299.3500061,1902.349976,
02-01-2019,912.039978,618.9000244,2616.5,89.65000153,3356.949951,231.4499969,1471.199951,707.2000122,175.75,683.0499878,1979,1062.974976,364.3500061,669.2999878,1240.900024,1703.75,24668.94922,1106.300049,293.8500061,1923.150024,35891.51953
03-01-2019,914.1599731,607.9500122,2587.949951,88.44999695,3340,228.3999939,1437,720.7999878,175.1000061,661.5499878,1935.800049,1056.125,363.25,667.5499878,1237.349976,1621.900024,23591.75,1091.75,291.0499878,1896.449951,35513.71094
04-01-2019,940.2399902,619.8499756,2579.25,91.84999847,3353.300049,226.0500031,1458.699951,724.1500244,176.7250061,664.25,1971.150024,1058.875,365.5499878,660.75,1246.699951,1618.949951,22675.69922,1099.050049,297.5,1873.949951,35695.10156
07-01-2019,909.3200073,637.4500122,2552.649902,91.34999847,3336,226.3000031,1483.699951,727.9500122,178.6000061,653.6500244,1971,1060,367.5,671.1500244,1247.550049,1629.050049,21906.69922,1103.449951,295.7000122,1896.650024,35850.16016
08-01-2019,922.960022,650.9000244,2535.050049,91,3300,226.9499969,1458.699951,731.2000122,177.3999939,654.5,1959.25,1051.425049,380.2000122,669.8499756,1232.25,1650.050049,22936.84961,1103.949951,305.1000061,1893.050049,35980.92969
09-01-2019,938.5999756,670.0499878,2525.100098,92.15000153,3287,229,1474.25,738.5,170.875,656.7000122,1993.300049,1058.099976,382,675.8499756,1238.900024,1643.650024,23201.19922,1108.400024,305.0499878,1887.800049,36212.91016
10-01-2019,949.1599731,663,2515.850098,92.34999847,3290.5,229.0500031,1516.25,743.7000122,172.1499939,667.8499756,1979,1054.775024,379.7000122,679.75,1221.349976,1638.949951,23160.15039,1105.650024,304.6499939,1888.150024,36106.5
11-01-2019,942.0800171,666.5,2511,91.94999695,3242.100098,228.25,1504.349976,753.6500244,169.5500031,651.2999878,1987.650024,1056.074951,378.5499878,683.7000122,1221.25,1632.349976,23262.25,1097.900024,302.5499878,1841.949951,36009.83984
14-01-2019,903.2399902,659.4000244,2540.75,91.34999847,3266.550049,226.8000031,1528.150024,751.0499878,162.375,666.7000122,1969.300049,1050.425049,373.3999939,700.9000244,1210.449951,1651.849976,23784.84961,1096.449951,300.5,1814.400024,35853.55859
15-01-2019,904.960022,660.0999756,2599.25,90.30000305,3205.649902,224.9499969,1522.949951,755.4500122,162.2250061,665.0499878,1990.800049,1060.525024,372.5499878,726.5499878,1212.150024,1651,23733.69922,1129.550049,301,1864.199951,36318.32813
16-01-2019,907.7199707,663.6500244,2572.949951,89,3287.649902,223.9499969,1520.75,737.5,163.0249939,655.9500122,1974.349976,1060,375.1000061,736.5499878,1205.099976,1650.550049,23366.65039,1134.050049,302.75,1870.099976,36321.28906
17-01-2019,886.039978,676.2999878,2535.600098,87.05000305,3332.899902,226.8999939,1504.25,734.0499878,166.3000031,661.5,2004.25,1064.525024,373.3500061,733.4000244,1220.099976,1689.449951,23264.90039,1133.75,297.3500061,1895.099976,36374.07813
18-01-2019,880,664.2999878,2540.850098,86.40000153,3316.899902,228.1499939,1508.849976,729.1500244,161.5749969,640.4000244,2008.050049,1065.599976,371.8999939,731,1237.349976,1637.349976,23050.25,1182.949951,295.2000122,1900.400024,36386.60938
21-01-2019,861.5999756,660.25,2588.899902,86.40000153,3240.350098,223.8000031,1497.900024,733.25,163.6499939,646.0999756,2003.300049,1073.275024,371.25,742.75,1267.300049,1656.150024,22931.90039,1234.5,292.3500061,1905.800049,36578.96094
22-01-2019,839.7600098,661.7999878,2616.649902,85.09999847,3103.199951,223.8500061,1502.400024,722.25,165.875,656.9500122,1982.599976,1067.175049,369,744.3499756,1291.599976,1668.75,22510.09961,1234.75,290.2999878,1900.349976,36444.64063
23-01-2019,846.1599731,661.4000244,2633.050049,83.90000153,3060.399902,220.1000061,1503.699951,729.2999878,166.7749939,649.4000244,1957.650024,1054.875,367.6499939,731.4500122,1276.199951,1665.400024,22790.80078,1225.699951,286.5,1879.75,36108.46875
24-01-2019,850.7199707,663.9500122,2631.5,82.84999847,2990.899902,216,1494.849976,715,166.8500061,649.75,1969.050049,1050.949951,365,732.7999878,1267.949951,1672,23300,1245.400024,287.9500122,1901.75,36195.10156
25-01-2019,827.2800293,667.75,2596.350098,80.40000153,2979.600098,215.6499939,1493,702.3499756,167.8500061,646.9000244,1977.599976,1046.974976,357.1000061,730.2000122,1265.150024,1671.699951,22736.94922,1246.25,285.25,1919.050049,36025.53906
28-01-2019,869.0800171,655.9500122,2456.199951,79.69999695,2939.550049,226.25,1473,674.1500244,166.1750031,631.5999756,1948.599976,1041.775024,343.4500122,728.2000122,1261.150024,1707.300049,22359.30078,1229.599976,281.6000061,1951.949951,35656.69922
29-01-2019,873.4799805,660.7999878,2511.899902,81.84999847,3026.800049,214.25,1501.949951,643.8499756,162.3000031,645.6500244,1918.800049,1029.050049,346.8999939,727.3499756,1250.949951,1689.800049,22822.5,1210.900024,280.75,1983.150024,35592.5
30-01-2019,899.0800171,690.9000244,2596.350098,84,3003.149902,215.6999969,1503.349976,656.9500122,160.9250031,638.5999756,1885.5,1016.275024,365.25,724.8499756,1221.5,1621.199951,23101.44922,1194.800049,287.5,1977.849976,35591.25
31-01-2019,905.5599976,722.9500122,2570.350098,83.65000153,3192.800049,214.1000061,1505.199951,661,165.8500061,651.6500244,1923.699951,1040.574951,364.25,749.5999756,1253.25,1588.099976,23344.5,1227.099976,293.3500061,2014.599976,36256.69141
01-02-2019,889.6400146,716.4000244,2627.550049,84.44999695,3172.75,215.3999939,1531.75,676.2999878,166.75,661.8499756,1961,1045.824951,354.5,756.5499878,1258.099976,1599,24040.19922,1247.300049,284.2999878,2030.75,36469.42969
04-02-2019,907.8400269,719.2000122,2594.050049,82.84999847,3158.850098,212.1000061,1610.849976,678.2999878,165.1000061,646.2999878,1978,1053.5,354.6000061,755.6500244,1272.800049,1561.25,24184.59961,1291.150024,283.6000061,2047.150024,36582.73828
05-02-2019,911,727.7999878,2602.149902,79.80000305,3098.600098,210.6499939,1616.449951,684.0999756,165.6750031,635.4500122,1978,1057.449951,352.3500061,754.25,1279.099976,1595,24209.25,1290.300049,284.5,2044.349976,36616.80859
06-02-2019,934.3599854,723.9000244,2707.649902,81.90000153,3089.25,215.3000031,1654.099976,683.7999878,169.5749969,641.5,1987.5,1061.5,358.8999939,762.6500244,1279.050049,1584.900024,24169.15039,1309.849976,288.2000122,2077.850098,36975.23047
07-02-2019,922.1199951,729.3499756,2697.699951,81.75,3089.800049,220.1000061,1665.75,684.0999756,169.625,639.9000244,1970.550049,1058.525024,358.75,763.3499756,1283.349976,1579.800049,23929.19922,1290.199951,287.6000061,2079.899902,36971.08984
08-02-2019,885.4000244,718.25,2704.350098,80.09999847,3129.100098,213.5500031,1685.849976,660.1500244,168.0249939,614.4500122,1943.949951,1061.574951,354.8999939,759.8499756,1295.550049,1560.050049,23612.55078,1277.349976,285.0499878,2062.75,36546.48047
11-02-2019,910.960022,710.3499756,2652.5,76.80000305,3129,212.75,1635.849976,636.7999878,164.5249939,602.6500244,1948,1068.675049,349.2999878,761.5999756,1304.699951,1533.199951,23682.05078,1253.449951,279.7999878,2065.550049,36395.03125
12-02-2019,918.7199707,705.8499756,2623.600098,77.75,3098.199951,208.6999969,1639.900024,610.5499878,163.0749969,601.4000244,1905.599976,1064.849976,344.4500122,750.4000244,1298.599976,1545,23711.84961,1256.699951,275.3999939,2050.649902,36153.62109
14-02-2019,900.5599976,694.75,2607.149902,74.65000153,3026.449951,208,1638.800049,644.0999756,153.8249969,609.2000122,1901.150024,1054.875,343.1000061,739.7999878,1288.349976,1511.449951,23964.5,1225.5,267.0499878,2044.650024,35876.21875
15-02-2019,908.960022,686.5499878,2557.5,75.34999847,3041.699951,202,1618.5,637.8499756,158.9499969,569.3499756,1875.199951,1050.550049,342,741.75,1283.75,1504.300049,21982.19922,1243.5,262.9500122,2030.900024,35808.94922
18-02-2019,882.4799805,692.5999756,2545.949951,75.44999695,3036,193.5500031,1574.599976,628.1500244,158.5749969,577.0999756,1874.550049,1044.974976,338.5499878,740.0999756,1278.150024,1466.949951,21949.05078,1219.75,259.75,1971.75,35498.44141
19-02-2019,892.4799805,693.2000122,2559.300049,75.84999847,3009.75,195.1999969,1588.5,636.3499756,159.8000031,579.1500244,1851.25,1042.150024,343.3500061,725.1500244,1278.050049,1417.099976,21496.30078,1216.349976,262.5,1904.849976,35352.60938
20-02-2019,876.9199829,700.9000244,2600.850098,77.34999847,2987.550049,200.9499969,1561.75,657.5499878,164.8500061,586.9500122,1870.900024,1053.275024,345.2000122,740.0499878,1291.300049,1460.900024,20578.09961,1234.349976,267.0499878,1914.449951,35756.26172
21-02-2019,859.8400269,696.9000244,2653.050049,77.44999695,2989.800049,208.6499939,1549.900024,655.8499756,165.875,586.8499756,1891.599976,1057.574951,350.3999939,733.3499756,1288.900024,1489.349976,21286.09961,1246.449951,267.5499878,1912.25,35898.35156
22-02-2019,881.4000244,703.0499878,2641.050049,78.69999695,3087.649902,209.0500031,1565.050049,655.7000122,163.6499939,593,1885.050049,1045.824951,351.75,733.3499756,1241.050049,1490.900024,21477.90039,1232.599976,270.75,1925.900024,35871.48047
25-02-2019,875.8800049,704,2659.800049,80.84999847,3063.800049,211,1591.099976,655.2999878,164.9250031,593,1894.849976,1061.675049,355.5,754.9000244,1241.25,1495.349976,21921.90039,1232.150024,270.2000122,1985,36213.37891
26-02-2019,877.7600098,710.0999756,2652.75,79.80000305,3107.75,203.3999939,1618.599976,661,166.6750031,588.75,1853.550049,1055.125,348.1000061,741.7000122,1235.75,1497.150024,22115.94922,1219.699951,266.2999878,2032.349976,35973.71094
27-02-2019,869.7999878,717.8499756,2641.399902,80.34999847,3125.949951,211.3000031,1638.949951,661.4000244,167.625,583.5499878,1842.349976,1045.800049,345.7999878,734.7000122,1215.800049,1504.099976,22391.40039,1222.449951,267.25,2053.75,35905.42969
28-02-2019,864.3200073,709.3499756,2647.399902,82.40000153,3144.399902,209.3500061,1651.550049,658.7999878,170.9499969,596.5499878,1841.75,1041.074951,348.7999878,733.9500122,1212.449951,1532.400024,22222.05078,1231.550049,269.75,1984.25,35867.44141
01-03-2019,864.3200073,703.0999756,2663.399902,85,3145.050049,210.3500061,1667.550049,674.2999878,171.9250031,599.0499878,1859.449951,1041.599976,353.5,741.1500244,1226.599976,1549.449951,22233.05078,1226.699951,272.9500122,1991.650024,36063.80859
05-03-2019,887.8400269,732.0999756,2694.199951,90.05000305,3131.25,216.3000031,1662,713.3499756,173.2250061,604.3499756,1860.550049,1053.75,362.3500061,732.5999756,1240.199951,1532.800049,22863.15039,1236.949951,276.0499878,1987.849976,36442.53906
06-03-2019,936.5200195,719.5,2764.199951,92.15000153,3203.949951,218.3999939,1704.349976,736.4500122,172.6750031,603.6500244,1885.199951,1051.525024,371.6000061,732.2000122,1240.849976,1540,23247.94922,1263.550049,277.6499939,1999.400024,36636.10156
07-03-2019,955.4799805,732.2000122,2735.800049,89.25,3235.649902,218.6999969,1652.650024,735.0999756,172.1000061,611.4000244,1879.449951,1061.324951,370.3999939,723.25,1237.050049,1527.199951,23131.34961,1269.849976,281.1499939,2011.5,36725.42188
08-03-2019,958.8400269,732.3499756,2766.649902,87.19999695,3198.550049,221.8500061,1649.949951,729.6500244,174.3999939,598.0499878,1883.900024,1063.800049,370.1499939,712.5499878,1237.900024,1542.849976,23005.44922,1266.599976,281.25,2022.300049,36671.42969
11-03-2019,972.1599731,734.1500244,2790.100098,91.40000153,3220.5,229.1499939,1686.599976,740.75,175.75,616.25,1897.300049,1065.025024,375.8999939,711.6500244,1248.849976,1551.150024,23774.05078,1301,286.7999878,2014.099976,37054.10156
12-03-2019,993,742.25,2753.75,91.15000153,3247.550049,229.5500031,1699.150024,798.0499878,176.8249969,635.25,1931.949951,1085.300049,388.2000122,706.9000244,1262.599976,1547.599976,24144.34961,1329.849976,286.5,2012.550049,37535.66016
13-03-2019,965.4799805,738.4500122,2826.199951,93.44999695,3224,225.3000031,1669.599976,788.0999756,175.9250031,632.3499756,1951.199951,1113.050049,391.8500061,709.1500244,1261.050049,1539.099976,23896.25,1346.75,292.6499939,2001.150024,37752.17188
14-03-2019,925.8400269,740.4500122,2808.75,93.09999847,3239,227.1499939,1694.25,800.8499756,177.1999969,631.0999756,1957.849976,1111.625,387.8999939,708.3499756,1270.5,1513.449951,23691.75,1341.199951,291.1499939,1988.599976,37754.89063
15-03-2019,914.2000122,735.7000122,2859.699951,94.80000305,3262.699951,228.1499939,1708.400024,799.2999878,179.3500061,641.5499878,1977,1125.75,395.7000122,718.8499756,1325.300049,1502.050049,23615.34961,1322.599976,297.7000122,2040.199951,38024.32031
18-03-2019,906.6799927,751.9500122,2926.050049,94.44999695,3294.449951,222,1690.949951,785.25,179.9250031,643.8499756,1964,1130.724976,397.7999878,709.75,1342.900024,1490.599976,23523.69922,1347.599976,298.4500122,2021.300049,38095.07031
19-03-2019,900.4000244,761,2921.649902,96.40000153,3454.649902,222,1696.300049,811.3499756,181.2749939,645.5999756,1967.849976,1133.849976,398.1499939,721.5,1348.199951,1486.800049,23671.84961,1375.25,302.75,2024.699951,38363.46875
20-03-2019,891.3200073,755.5499878,2872.25,93.34999847,3402.600098,225.8500061,1677.550049,819.8499756,177.0749969,649.2999878,1987.150024,1149.599976,393,738.5,1350.900024,1486.75,23489,1375.599976,303.4500122,2015.5,38386.75
22-03-2019,918.960022,757.3499756,2836.850098,91.05000305,3461.5,221.6000061,1663.5,806.9000244,174.625,645.25,1984.349976,1137.425049,391.6000061,742.1500244,1334.400024,1488.099976,23705.34961,1342.099976,298.1000061,2004.650024,38164.60938
25-03-2019,881.6799927,743.8499756,2852.850098,91.75,3380.149902,215.4499969,1707.150024,788.75,175.6499939,635.6500244,1945.75,1141,383.5,735.7999878,1308.800049,1446.199951,23873.19922,1325.25,293.7999878,1986.900024,37808.91016
26-03-2019,887.1599731,757.2000122,2930.399902,92.34999847,3447.600098,214.25,1705.199951,805.2000122,179.3000031,649,1945.650024,1155.099976,394.0499878,726.75,1342.849976,1464.099976,24766.84961,1367.150024,303.2999878,1981.800049,38233.41016
27-03-2019,906.039978,760.1500244,2942.649902,92.05000305,3473.399902,214.1999969,1664.75,816.7999878,177.7749939,641.25,1920.449951,1150.099976,393.2999878,729.0499878,1333.650024,1463.449951,24498.5,1350.099976,308.0499878,1968.199951,38132.87891
28-03-2019,912.5999756,780.2000122,2989.649902,92.44999695,3537.25,220.1499939,1652.75,794.25,179.1499939,650.2999878,1947.050049,1150.275024,400,738.5,1338.650024,1543.449951,24255.30078,1360.550049,318.3999939,2000.449951,38545.71875
01-04-2019,960.5200195,765.0999756,3001.550049,95.94999695,3577.149902,230.25,1723.699951,775.9500122,177.4499969,653.1500244,1955.25,1155.025024,398.75,755.6500244,1338.25,1605.099976,25477.75,1391.550049,322.7999878,2031.300049,38871.87109
02-04-2019,952.3200073,767.4500122,3049.699951,100.9499969,3490.550049,222.1499939,1699.25,772.0499878,180.875,650.7000122,1992.5,1148.25,397.4500122,757.0999756,1338.800049,1626.800049,25225.40039,1388.449951,328.5499878,2079.5,39056.64844
03-04-2019,932.4000244,761.4000244,3042.100098,97.15000153,3365.199951,227.6499939,1676,767.4000244,176.5749969,641.3499756,2012.75,1147.625,392.3999939,754.0499878,1338.550049,1582.900024,24677.65039,1373.800049,320.6499939,2080.25,38877.12109
04-04-2019,931.4000244,762.1500244,3041.699951,97.34999847,3330.75,231.0500031,1703.599976,770.4000244,173.6750031,654.4000244,2041.25,1142.150024,388.5,748.25,1324.050049,1582.900024,24544.40039,1353.099976,321.7000122,2014.300049,38684.71875
05-04-2019,936.7999878,761.9500122,3108.550049,96.90000153,3341.449951,229.8000031,1719.550049,768.7000122,174.4499969,644.5499878,2056.449951,1150.875,390.5,756.25,1334.849976,1602.199951,23996.84961,1355.099976,317,2051.449951,38862.23047
08-04-2019,952.4799805,754.2999878,3028.800049,95.15000153,3350.199951,225.8999939,1684.699951,760.0499878,170.8500061,644.7000122,2053.649902,1144.449951,387.1499939,767.1500244,1342.449951,1594.849976,23972.05078,1329.400024,312.7999878,2069.75,38700.53125
09-04-2019,957.6799927,763.5499878,3014.199951,95.94999695,3282.949951,223.8500061,1715,774.7000122,171.8500061,640.9000244,2068,1145,396.8999939,759.8499756,1342.150024,1586.699951,24568.75,1335.349976,315.1499939,2088.100098,38939.21875
10-04-2019,952.2000122,761.75,3002,95.55000305,3282.800049,227.0500031,1720,776.2999878,168.75,649.9000244,2027.400024,1121.349976,393.7000122,754.1500244,1350.349976,1599.75,23839.75,1328.949951,311.2000122,2043.800049,38585.35156
11-04-2019,959.2000122,752.0499878,3048.800049,93.5,3254.100098,233.5500031,1717.199951,770.2000122,171.2749939,651.25,2021.150024,1128.400024,390.1000061,743.1500244,1342.349976,1629.449951,23459.19922,1346.150024,314.7000122,2019.050049,38607.01172
12-04-2019,970.5200195,764.1500244,3007.100098,94.25,3252.850098,232.1999969,1728.300049,787.0499878,177.8000031,648.7999878,2026.25,1132.574951,394.4500122,747.8499756,1345.5,1649.699951,23304.40039,1341.949951,315.2999878,2013.75,38767.10938
15-04-2019,960.9199829,763.2000122,3022.550049,95,3285.449951,234.3500061,1740.949951,786.1500244,176.6999969,644.7999878,2013.599976,1142.949951,392.75,726.6500244,1371.150024,1685.650024,23876.94922,1339.75,315.6499939,2110.050049,38905.83984
16-04-2019,983.2800293,770.6500244,3031.399902,94.15000153,3254.600098,231.8000031,1718.800049,789.4000244,176.0500031,642.8499756,2027.400024,1152.375,406.7999878,723.8499756,1385.949951,1668.25,23911.34961,1345.300049,315.7999878,2132.449951,39275.64063
