Date,ASTRAL.NS,AXISBANK.NS,BAJFINANCE.NS,BLUEDART.NS,CROMPTON.NS,DIVISLAB.NS,ESCORTS.NS,GAIL.NS,GLENMARK.NS,HDFC.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,KOTAKBANK.NS,LTIM.NS,LTTS.NS,RELIANCE.NS,SBIN.NS,TATACOMM.NS,TCS.NS,^NSEI
2018-01-22,506.7601318359375,611.5499877929688,1706.3499755859375,4731.4501953125,260.79998779296875,1077.8499755859375,786.5,114.35002899169922,620.2000122070312,1872.0,981.6749877929688,351.5,575.0,1074.0999755859375,1125.0999755859375,1027.25,962.3776245117188,306.5,644.5,1558.199951171875,10966.2001953125
2018-01-23,498.2701110839844,620.0999755859375,1708.699951171875,4721.25,264.29998779296875,1101.3499755859375,810.5999755859375,117.70002746582031,632.5,1884.6500244140625,975.6500244140625,362.29998779296875,588.5499877929688,1075.449951171875,1166.4000244140625,1009.9500122070312,974.0172729492188,318.1000061035156,639.4000244140625,1551.0,11083.7001953125
2018-01-24,491.9701232910156,607.9500122070312,1739.1500244140625,4697.7001953125,250.75,1102.9000244140625,822.75,121.23753356933594,640.0999755859375,1911.199951171875,978.8250122070312,352.75,592.9000244140625,1080.0999755859375,1200.199951171875,1211.9000244140625,957.2760009765625,329.8999938964844,633.75,1587.300048828125,11086.0
2018-01-25,486.9001159667969,616.0999755859375,1710.300048828125,4651.89990234375,237.60000610351562,1120.300048828125,836.9000244140625,123.43753051757812,634.25,1908.300048828125,987.4749755859375,360.79998779296875,587.7000122070312,1092.3499755859375,1227.8499755859375,1340.1500244140625,956.8302001953125,313.1499938964844,619.25,1560.5250244140625,11069.650390625
2018-01-29,480.9001159667969,605.5499877929688,1715.300048828125,4679.9501953125,241.8000030517578,1100.4000244140625,833.75,118.58753204345703,622.0999755859375,1967.5999755859375,999.8250122070312,357.6499938964844,591.4500122070312,1115.0999755859375,1280.0,1328.800048828125,955.443359375,312.1000061035156,605.5999755859375,1599.425048828125,11130.400390625
2018-01-30,464.55010986328125,593.75,1678.4000244140625,4631.89990234375,242.14999389648438,1079.9000244140625,832.9000244140625,119.02503204345703,615.7999877929688,1937.5,997.75,353.25,585.3250122070312,1088.050048828125,1331.25,1276.300048828125,941.4757690429688,313.54998779296875,609.9500122070312,1576.425048828125,11049.650390625
2018-01-31,479.2501220703125,593.5999755859375,1677.8499755859375,4681.85009765625,249.14999389648438,1039.4000244140625,811.75,119.65003204345703,606.2000122070312,1956.300048828125,1002.8499755859375,352.95001220703125,575.125,1108.949951171875,1272.75,1209.4000244140625,952.2733764648438,313.25,615.3499755859375,1556.175048828125,11027.7001953125
2018-02-01,475.92010498046875,592.7999877929688,1729.449951171875,4673.89990234375,253.39999389648438,1043.800048828125,872.9500122070312,121.56253051757812,588.1500244140625,1967.550048828125,995.5750122070312,346.20001220703125,572.2999877929688,1120.949951171875,1300.550048828125,1311.800048828125,934.9872436523438,306.04998779296875,623.0999755859375,1569.300048828125,11016.900390625
2018-02-02,469.44012451171875,564.9000244140625,1628.9000244140625,4620.14990234375,245.64999389648438,1028.25,860.6500244140625,116.6125259399414,589.5499877929688,1903.8499755859375,974.0,335.1000061035156,571.625,1085.949951171875,1249.050048828125,1300.8499755859375,895.858154296875,297.3500061035156,616.9000244140625,1576.824951171875,10760.599609375
2018-02-05,478.0801086425781,566.25,1604.949951171875,4693.35009765625,254.35000610351562,1034.6500244140625,878.9500122070312,115.5875244140625,591.5499877929688,1823.3499755859375,956.9249877929688,329.70001220703125,569.0999755859375,1062.25,1260.550048828125,1298.25,893.6788330078125,298.04998779296875,619.25,1551.5999755859375,10666.5498046875
2018-02-06,464.8501281738281,563.7000122070312,1662.1500244140625,4551.0498046875,242.14999389648438,1003.2000122070312,891.6500244140625,113.1500244140625,571.2999877929688,1788.5999755859375,948.4000244140625,330.70001220703125,553.875,1033.800048828125,1176.9000244140625,1239.5999755859375,883.7232055664062,291.75,603.7000122070312,1498.625,10498.25
2018-02-07,462.7801208496094,559.3499755859375,1641.6500244140625,4554.10009765625,242.89999389648438,1013.25,912.0,115.07502746582031,569.0999755859375,1785.3499755859375,936.4000244140625,332.54998779296875,554.5250244140625,1036.300048828125,1295.25,1324.3499755859375,886.0015869140625,292.79998779296875,601.5,1477.5250244140625,10476.7001953125
2018-02-08,476.9701232910156,568.4500122070312,1662.1500244140625,4566.0498046875,243.0,1029.9000244140625,906.7999877929688,115.4625244140625,579.5999755859375,1811.800048828125,940.4749755859375,333.8500061035156,567.125,1051.75,1386.8499755859375,1322.550048828125,896.0562744140625,301.3999938964844,618.9500122070312,1487.0999755859375,10576.849609375
2018-02-09,477.0901184082031,557.5499877929688,1639.4000244140625,4521.60009765625,244.5,1016.5499877929688,910.7000122070312,115.6125259399414,535.2000122070312,1773.050048828125,924.75,326.75,554.5750122070312,1032.0,1388.4000244140625,1312.449951171875,889.419189453125,296.3999938964844,638.0999755859375,1485.8499755859375,10454.9501953125
2018-02-12,470.82012939453125,564.2000122070312,1643.800048828125,4495.7998046875,238.0500030517578,1036.5,901.5,116.25003051757812,535.3499755859375,1805.449951171875,938.3250122070312,326.25,551.4000244140625,1042.949951171875,1435.5,1479.699951171875,906.9034423828125,288.75,650.0,1483.6500244140625,10539.75
2018-02-14,469.2001037597656,543.9000244140625,1669.949951171875,4541.5498046875,235.25,1050.699951171875,887.7000122070312,116.72502899169922,530.4500122070312,1814.0,941.5750122070312,318.95001220703125,548.875,1042.449951171875,1502.75,1460.25,924.883056640625,276.20001220703125,656.5999755859375,1455.9000244140625,10500.900390625
2018-02-15,462.81011962890625,543.7000122070312,1677.050048828125,4555.4501953125,231.60000610351562,1048.0999755859375,873.5999755859375,118.97502899169922,529.6500244140625,1829.5,940.9500122070312,328.6499938964844,557.2249755859375,1042.1500244140625,1490.699951171875,1452.949951171875,926.8642578125,278.70001220703125,646.4500122070312,1462.925048828125,10545.5
2018-02-16,458.4001159667969,537.8499755859375,1675.25,4512.2998046875,227.75,1045.6500244140625,877.6500244140625,117.07502746582031,521.0,1815.5,939.2999877929688,321.04998779296875,564.0250244140625,1050.199951171875,1472.449951171875,1395.699951171875,912.6489868164062,271.6499938964844,640.0499877929688,1466.5250244140625,10452.2998046875
2018-02-19,463.7101135253906,540.5499877929688,1642.699951171875,4444.64990234375,231.1999969482422,1016.7999877929688,858.0499877929688,115.95002746582031,523.5,1814.050048828125,939.0999755859375,319.75,565.875,1056.199951171875,1402.5999755859375,1322.9000244140625,918.2954711914062,268.5,634.0999755859375,1461.800048828125,10378.400390625
2018-02-20,459.0001220703125,531.7000122070312,1638.75,4392.10009765625,233.5500030517578,1013.9000244140625,852.5499877929688,116.28752899169922,523.9500122070312,1811.75,931.5999755859375,317.25,568.4749755859375,1045.800048828125,1432.300048828125,1263.199951171875,912.4508666992188,269.6499938964844,630.2999877929688,1472.375,10360.400390625
2018-02-21,456.630126953125,535.7999877929688,1596.449951171875,4285.4501953125,235.0,1006.75,858.25,116.52503204345703,524.9500122070312,1824.800048828125,928.7000122070312,319.20001220703125,573.7000122070312,1055.050048828125,1491.4000244140625,1367.449951171875,920.6234130859375,273.29998779296875,625.5,1521.1500244140625,10397.4501953125
2018-02-22,456.0301208496094,530.25,1600.3499755859375,4240.14990234375,230.6999969482422,1019.25,871.4000244140625,116.53752899169922,523.5499877929688,1819.25,926.5999755859375,318.3500061035156,580.375,1072.5,1437.25,1356.199951171875,915.6703491210938,272.6000061035156,617.8499755859375,1525.0999755859375,10382.7001953125
2018-02-23,468.8401184082031,536.6500244140625,1633.4000244140625,4193.10009765625,232.89999389648438,1050.0999755859375,878.5999755859375,114.60002899169922,534.2999877929688,1824.199951171875,940.2750244140625,322.75,577.8250122070312,1080.8499755859375,1450.699951171875,1401.5,925.4774169921875,276.04998779296875,639.1500244140625,1537.9000244140625,10491.0498046875
2018-02-26,489.4801330566406,552.2999877929688,1674.949951171875,4285.5,232.6999969482422,1035.3499755859375,886.8499755859375,115.8000259399414,537.5499877929688,1843.25,955.7750244140625,327.04998779296875,569.2999877929688,1105.1500244140625,1436.25,1412.449951171875,929.8856201171875,274.45001220703125,635.0999755859375,1515.8499755859375,10582.599609375
2018-02-27,524.0101318359375,538.4000244140625,1656.800048828125,4284.10009765625,232.6999969482422,1035.550048828125,870.7000122070312,114.26252746582031,540.4000244140625,1828.6500244140625,951.2750244140625,322.1499938964844,575.0999755859375,1093.050048828125,1421.0,1390.199951171875,941.5748291015625,267.6000061035156,648.8499755859375,1521.175048828125,10554.2998046875
2018-02-28,543.9301147460938,528.75,1640.25,4284.14990234375,232.5,1025.9000244140625,892.8499755859375,114.37503051757812,544.5499877929688,1808.699951171875,942.0999755859375,313.25,586.2999877929688,1090.550048828125,1440.0999755859375,1393.699951171875,945.5867919921875,268.0,642.3499755859375,1517.5250244140625,10492.849609375
2018-03-01,526.1701049804688,525.75,1659.3499755859375,4303.5,232.64999389648438,1018.4500122070312,885.0499877929688,113.56253051757812,544.5,1814.1500244140625,937.1749877929688,304.95001220703125,580.375,1095.699951171875,1406.25,1411.6500244140625,939.4945068359375,262.1499938964844,638.1500244140625,1518.8499755859375,10458.349609375
2018-03-05,518.4301147460938,524.5499877929688,1636.949951171875,4310.5,234.6999969482422,1012.0999755859375,872.7000122070312,110.9000244140625,551.4000244140625,1789.5999755859375,934.9749755859375,303.3500061035156,577.9500122070312,1100.0,1395.3499755859375,1338.6500244140625,915.4227294921875,263.5,628.5999755859375,1552.925048828125,10358.849609375
2018-03-06,510.9001159667969,517.3499755859375,1637.75,4295.9501953125,235.39999389648438,1013.7000122070312,861.5,109.9875259399414,560.7999877929688,1782.800048828125,923.125,295.04998779296875,575.6749877929688,1082.449951171875,1376.9000244140625,1308.5,902.297119140625,256.54998779296875,624.2999877929688,1521.4000244140625,10249.25
2018-03-07,507.8401184082031,512.6500244140625,1618.3499755859375,4227.0,236.14999389648438,990.7999877929688,837.8499755859375,110.18753051757812,559.2999877929688,1761.75,916.2999877929688,286.70001220703125,572.0499877929688,1085.0999755859375,1376.5,1299.050048828125,881.395263671875,246.64999389648438,613.25,1513.7249755859375,10154.2001953125
2018-03-08,507.45013427734375,520.5499877929688,1628.050048828125,4264.10009765625,239.75,1002.7000122070312,855.3499755859375,109.1125259399414,552.9500122070312,1798.75,926.4249877929688,296.95001220703125,578.3250122070312,1082.300048828125,1402.25,1286.5,902.8914794921875,256.79998779296875,616.7000122070312,1501.9749755859375,10242.650390625
2018-03-09,519.150146484375,505.3500061035156,1654.199951171875,4229.10009765625,240.89999389648438,998.7000122070312,851.4500122070312,109.22502899169922,533.1500244140625,1818.5999755859375,925.5250244140625,292.70001220703125,581.7000122070312,1082.449951171875,1353.6500244140625,1256.5,904.5260009765625,253.25,620.0,1517.050048828125,10226.849609375
2018-03-12,518.610107421875,519.2000122070312,1665.25,4179.64990234375,234.4499969482422,1013.7999877929688,857.5499877929688,111.6125259399414,536.6500244140625,1858.050048828125,933.625,300.6499938964844,592.875,1100.5999755859375,1381.6500244140625,1288.5999755859375,921.5645141601562,252.85000610351562,625.5999755859375,1526.074951171875,10421.400390625
2018-03-13,523.0501098632812,531.5,1680.699951171875,4182.4501953125,227.10000610351562,1035.449951171875,854.4000244140625,113.9875259399414,538.1500244140625,1868.5,930.125,304.3500061035156,591.9000244140625,1083.9000244140625,1406.949951171875,1288.550048828125,923.0999145507812,254.6999969482422,634.0499877929688,1443.4000244140625,10426.849609375
2018-03-14,524.4301147460938,536.1500244140625,1710.0999755859375,4158.25,225.6999969482422,1054.8499755859375,844.1500244140625,114.50003051757812,552.2999877929688,1844.699951171875,932.25,306.04998779296875,590.4000244140625,1081.75,1359.8499755859375,1253.050048828125,920.3262329101562,257.04998779296875,639.25,1443.449951171875,10410.900390625
2018-03-15,521.400146484375,529.6500244140625,1726.25,4158.10009765625,222.35000610351562,1084.550048828125,847.2999877929688,112.5875244140625,553.7999877929688,1830.0,940.4000244140625,301.45001220703125,591.25,1085.6500244140625,1332.050048828125,1227.0,903.2382202148438,253.6999969482422,639.2999877929688,1434.8499755859375,10360.150390625
2018-03-16,512.7601318359375,522.5999755859375,1687.9000244140625,4069.39990234375,227.6999969482422,1087.1500244140625,830.4500122070312,110.25003051757812,546.2000122070312,1791.4000244140625,926.5,298.1000061035156,585.9500122070312,1060.75,1322.449951171875,1209.050048828125,891.5985107421875,252.3000030517578,624.1500244140625,1412.8499755859375,10195.150390625
2018-03-19,506.07012939453125,519.4500122070312,1631.8499755859375,4054.800048828125,219.75,1088.0,827.6500244140625,110.51252746582031,543.8499755859375,1774.5,923.625,294.54998779296875,573.375,1049.0,1290.199951171875,1167.0,887.0912475585938,247.9499969482422,626.0,1415.5,10094.25
2018-03-20,503.880126953125,521.0999755859375,1657.300048828125,3980.64990234375,223.9499969482422,1094.4000244140625,826.5999755859375,109.62503051757812,546.4000244140625,1800.050048828125,919.75,292.0,582.2750244140625,1045.300048828125,1335.300048828125,1160.6500244140625,881.4447631835938,249.10000610351562,637.5,1432.425048828125,10124.349609375
2018-03-21,500.4001159667969,526.2999877929688,1704.550048828125,3997.39990234375,232.4499969482422,1085.949951171875,826.2000122070312,108.76252746582031,545.0999755859375,1817.8499755859375,929.4500122070312,289.20001220703125,583.75,1051.0999755859375,1354.9000244140625,1198.6500244140625,888.4780883789062,248.0,638.2999877929688,1428.375,10155.25
2018-03-22,505.380126953125,518.2000122070312,1695.5999755859375,3938.050048828125,239.1999969482422,1068.800048828125,809.4500122070312,109.60002899169922,544.8499755859375,1809.550048828125,933.875,283.25,580.6500244140625,1053.050048828125,1345.949951171875,1185.300048828125,899.6224975585938,241.5500030517578,627.7999877929688,1415.675048828125,10114.75
2018-03-23,517.7101440429688,499.5,1685.300048828125,3868.10009765625,242.5,1037.699951171875,795.8499755859375,109.9000244140625,535.4000244140625,1789.5999755859375,920.7750244140625,275.54998779296875,583.7999877929688,1038.800048828125,1349.25,1216.0999755859375,885.5062866210938,234.8000030517578,617.1500244140625,1409.074951171875,9998.0498046875
2018-03-26,520.3501586914062,507.29998779296875,1741.5999755859375,3789.699951171875,234.4499969482422,1055.199951171875,806.2999877929688,106.28752899169922,539.0499877929688,1830.1500244140625,946.7249755859375,281.6499938964844,577.625,1039.3499755859375,1339.6500244140625,1240.699951171875,892.638671875,246.5,620.2999877929688,1408.5,10130.650390625
2018-03-27,527.2501220703125,512.2000122070312,1772.449951171875,3821.89990234375,232.3000030517578,1087.6500244140625,824.9000244140625,106.98332977294922,537.4500122070312,1823.1500244140625,946.2999877929688,283.8999938964844,577.0,1049.8499755859375,1339.5,1242.6500244140625,891.3508911132812,254.35000610351562,625.6500244140625,1423.8499755859375,10184.150390625
2018-03-28,535.89013671875,510.5,1767.550048828125,3768.75,236.75,1090.199951171875,818.0999755859375,109.51666259765625,526.2999877929688,1825.5999755859375,943.0499877929688,278.3500061035156,565.9000244140625,1047.800048828125,1340.699951171875,1235.5999755859375,874.4114379882812,249.89999389648438,620.1500244140625,1424.574951171875,10113.7001953125
2018-04-02,553.4701538085938,499.04998779296875,1818.5999755859375,3770.449951171875,232.60000610351562,1090.3499755859375,882.5,108.26666259765625,547.4500122070312,1838.050048828125,965.5999755859375,261.8500061035156,568.5750122070312,1096.550048828125,1414.949951171875,1242.6500244140625,884.565185546875,246.14999389648438,637.8499755859375,1454.824951171875,10211.7998046875
2018-04-03,541.2301635742188,501.54998779296875,1834.25,3740.699951171875,231.8000030517578,1109.199951171875,885.3499755859375,109.91666412353516,549.5999755859375,1825.699951171875,957.9500122070312,270.04998779296875,570.2249755859375,1103.300048828125,1417.25,1227.0,891.1032104492188,250.5,652.4500122070312,1455.625,10245.0
2018-04-04,542.880126953125,492.25,1850.199951171875,3747.949951171875,229.3000030517578,1096.75,872.5999755859375,109.41666412353516,548.4000244140625,1803.300048828125,941.625,268.6499938964844,562.0999755859375,1078.300048828125,1414.75,1219.550048828125,886.4968872070312,247.3000030517578,637.8499755859375,1455.449951171875,10128.400390625
2018-04-05,548.3101196289062,503.1000061035156,1915.5999755859375,3755.85009765625,234.0500030517578,1118.699951171875,891.9500122070312,110.80000305175781,556.5499877929688,1824.449951171875,954.4500122070312,278.6499938964844,573.7750244140625,1118.300048828125,1394.0,1223.949951171875,899.6719970703125,259.29998779296875,654.9500122070312,1478.9749755859375,10325.150390625
2018-04-06,552.7501220703125,500.20001220703125,1937.5999755859375,3743.449951171875,230.85000610351562,1114.25,908.1500244140625,111.41666412353516,563.5999755859375,1829.0,961.7000122070312,280.6499938964844,563.5,1119.199951171875,1399.199951171875,1221.8499755859375,902.4457397460938,259.70001220703125,654.8499755859375,1475.1500244140625,10331.599609375
2018-04-09,557.4301147460938,519.2999877929688,1944.25,3730.300048828125,240.0,1129.8499755859375,904.8499755859375,110.26666259765625,565.0999755859375,1836.699951171875,969.5250244140625,280.8500061035156,555.625,1118.25,1400.9000244140625,1218.949951171875,907.3987426757812,260.6499938964844,660.0999755859375,1461.949951171875,10379.349609375
2018-04-10,564.0601196289062,546.1500244140625,1926.050048828125,3835.60009765625,237.60000610351562,1143.6500244140625,886.5999755859375,110.6500015258789,568.2000122070312,1817.5,960.4249877929688,288.79998779296875,556.7000122070312,1113.6500244140625,1400.8499755859375,1209.5,908.4389038085938,263.29998779296875,655.4500122070312,1468.800048828125,10402.25
2018-04-11,569.670166015625,539.7999877929688,1924.6500244140625,3716.300048828125,235.60000610351562,1122.6500244140625,906.5999755859375,109.0,559.5499877929688,1812.4000244140625,959.4249877929688,284.54998779296875,562.125,1126.0999755859375,1396.6500244140625,1198.449951171875,922.1093139648438,257.04998779296875,659.0499877929688,1507.074951171875,10417.150390625
2018-04-12,562.7701416015625,548.75,1929.3499755859375,3752.25,236.14999389648438,1120.800048828125,905.6500244140625,108.68333435058594,558.2999877929688,1829.050048828125,964.4000244140625,286.75,581.2999877929688,1134.5999755859375,1394.800048828125,1206.800048828125,919.9794921875,253.8000030517578,634.75,1569.625,10458.650390625
2018-04-13,570.8101196289062,542.5499877929688,1914.3499755859375,3834.199951171875,232.5500030517578,1145.5,946.2000122070312,108.94999694824219,582.0499877929688,1840.5999755859375,962.5,288.25,585.7249755859375,1151.0999755859375,1397.75,1193.8499755859375,930.0341796875,250.9499969482422,635.0,1576.6500244140625,10480.599609375
2018-04-16,569.130126953125,542.4000244140625,1943.300048828125,3817.199951171875,225.1999969482422,1173.25,973.2000122070312,108.23332977294922,576.2000122070312,1870.449951171875,971.0499877929688,287.6000061035156,566.5999755859375,1172.0999755859375,1392.75,1174.6500244140625,928.2510986328125,249.0,621.0,1593.824951171875,10528.349609375
2018-04-17,564.3301391601562,532.4000244140625,1935.050048828125,3808.75,224.0,1180.550048828125,976.2999877929688,108.55000305175781,573.4500122070312,1889.699951171875,974.25,291.75,562.5999755859375,1164.8499755859375,1386.75,1158.699951171875,935.3834838867188,248.14999389648438,624.5,1583.300048828125,10548.7001953125
2018-04-18,553.7401123046875,518.25,1926.8499755859375,3803.75,226.1999969482422,1174.9000244140625,964.3499755859375,110.21666717529297,566.8499755859375,1877.699951171875,966.2999877929688,290.04998779296875,562.9749755859375,1153.949951171875,1385.75,1153.5999755859375,929.1921997070312,246.4499969482422,620.4000244140625,1579.550048828125,10526.2001953125
2018-04-19,557.1901245117188,512.9000244140625,1913.300048828125,3846.550048828125,228.25,1179.75,966.8499755859375,111.78333282470703,565.25,1858.6500244140625,969.5,289.6000061035156,566.4249877929688,1153.9000244140625,1392.1500244140625,1157.4000244140625,933.4517822265625,246.14999389648438,620.9000244140625,1595.574951171875,10565.2998046875
2018-04-20,553.7701416015625,505.70001220703125,1880.4000244140625,3837.050048828125,229.64999389648438,1194.25,962.0,110.18333435058594,571.2000122070312,1834.1500244140625,977.9500122070312,282.1499938964844,589.2249755859375,1152.8499755859375,1399.0,1194.050048828125,919.18701171875,241.1999969482422,629.4000244140625,1701.2249755859375,10564.0498046875
2018-04-23,558.9901123046875,506.20001220703125,1899.3499755859375,3847.89990234375,230.75,1178.449951171875,957.7000122070312,110.8499984741211,579.6500244140625,1830.8499755859375,967.875,279.3999938964844,593.8499755859375,1169.0,1533.25,1246.0999755859375,927.2109375,242.4499969482422,633.5999755859375,1704.324951171875,10584.7001953125
2018-04-24,549.630126953125,504.8500061035156,1917.800048828125,3908.10009765625,231.89999389648438,1178.25,939.7999877929688,112.58333587646484,580.0999755859375,1859.550048828125,967.5,284.1000061035156,577.25,1166.0,1540.050048828125,1223.25,960.9412231445312,240.60000610351562,632.8499755859375,1692.824951171875,10614.349609375
2018-04-25,535.2601318359375,498.3999938964844,1899.8499755859375,3860.050048828125,227.85000610351562,1160.8499755859375,943.3499755859375,109.18333435058594,566.75,1849.5,960.375,278.8999938964844,580.1749877929688,1167.8499755859375,1724.699951171875,1289.25,961.3870239257812,237.1999969482422,629.0,1735.125,10570.5498046875
2018-04-26,543.39013671875,493.75,1892.0999755859375,3808.75,229.4499969482422,1171.25,960.4000244140625,108.44999694824219,566.5499877929688,1850.449951171875,965.125,278.8500061035156,588.2249755859375,1185.699951171875,1660.0999755859375,1349.4000244140625,966.1914672851562,233.1999969482422,620.0999755859375,1769.625,10617.7998046875
2018-04-27,542.1001586914062,539.2000122070312,1901.1500244140625,3790.35009765625,232.9499969482422,1188.699951171875,974.8499755859375,110.26666259765625,572.6500244140625,1853.75,961.7000122070312,287.8999938964844,592.5999755859375,1188.75,1592.9000244140625,1337.050048828125,986.9447631835938,242.60000610351562,621.1500244140625,1725.9749755859375,10692.2998046875
2018-04-30,570.1201171875,517.2999877929688,1907.699951171875,3688.64990234375,236.0,1197.5,1004.2999877929688,108.36666870117188,571.7000122070312,1883.25,972.1500244140625,284.20001220703125,599.75,1211.0999755859375,1568.949951171875,1329.5999755859375,954.254638671875,246.39999389648438,623.7999877929688,1766.050048828125,10739.349609375
2018-05-02,562.14013671875,523.75,1905.0999755859375,3643.14990234375,234.5,1188.800048828125,987.7000122070312,107.9000015258789,549.7000122070312,1910.5999755859375,984.75,276.8999938964844,598.5250244140625,1256.8499755859375,1526.5999755859375,1310.4000244140625,963.5663452148438,241.0,629.5,1749.875,10718.0498046875
2018-05-03,566.4301147460938,533.4000244140625,1874.300048828125,3688.050048828125,235.5500030517578,1198.3499755859375,970.25,107.71666717529297,542.5,1922.699951171875,983.9500122070312,281.8999938964844,591.2750244140625,1233.550048828125,1491.0999755859375,1267.8499755859375,952.570556640625,241.89999389648438,615.0999755859375,1740.925048828125,10679.650390625
