,Date,Open,Close
1,2018-01-01,25488.0,25110.44921875
2,2018-01-02,25125.0,24432.849609375
3,2018-01-03,24425.0,24563.599609375
4,2018-01-04,24750.0,24522.30078125
5,2018-01-05,24595.650390625,24482.849609375
6,2018-01-08,24450.05078125,24413.5
7,2018-01-09,24415.0,24214.19921875
8,2018-01-10,24250.05078125,22969.849609375
9,2018-01-11,23250.0,23065.650390625
10,2018-01-12,23045.75,22607.25
11,2018-01-15,23100.0,22654.400390625
12,2018-01-16,22913.80078125,22467.900390625
13,2018-01-17,22401.0,22228.349609375
14,2018-01-18,22400.0,22180.19921875
15,2018-01-19,22299.900390625,22017.19921875
16,2018-01-22,22024.94921875,21995.25
17,2018-01-23,22015.900390625,22010.44921875
18,2018-01-24,22000.0,22122.349609375
19,2018-01-25,22235.0,21856.19921875
20,2018-01-26,,
21,2018-01-29,21943.5,21846.349609375
22,2018-01-30,21700.0,21657.650390625
23,2018-01-31,21900.0,21571.05078125
24,2018-02-01,21749.94921875,21290.25
25,2018-02-02,21000.0,20063.349609375
26,2018-02-05,20700.0,19194.80078125
27,2018-02-06,18101.0,19830.5
28,2018-02-07,20288.0,19328.099609375
29,2018-02-08,19400.0,20644.30078125
30,2018-02-09,20599.0,21323.69921875
31,2018-02-12,21700.0,22030.94921875
32,2018-02-13,,
33,2018-02-14,22080.0,22690.19921875
34,2018-02-15,22251.0,22544.05078125
35,2018-02-16,22525.0,22156.30078125
36,2018-02-19,22103.0,22126.5
37,2018-02-20,22098.19921875,22713.25
38,2018-02-21,22976.55078125,22729.400390625
39,2018-02-22,22592.55078125,22312.0
40,2018-02-23,22290.0,22758.900390625
41,2018-02-26,22936.099609375,22295.75
42,2018-02-27,22495.0,22335.75
43,2018-02-28,22335.75,21854.75
44,2018-03-01,21850.0,21874.94921875
45,2018-03-02,,
46,2018-03-05,21875.0,21539.650390625
47,2018-03-06,21735.80078125,21046.400390625
48,2018-03-07,20700.0,20736.30078125
49,2018-03-08,20767.05078125,20656.44921875
50,2018-03-09,20632.25,21451.150390625
51,2018-03-12,21882.0,21584.900390625
52,2018-03-13,21211.94921875,21882.25
53,2018-03-14,21722.0,21428.05078125
54,2018-03-15,21447.19921875,21173.75
55,2018-03-16,21106.19921875,20534.599609375
56,2018-03-19,20600.0,20271.25
57,2018-03-20,20154.900390625,20814.75
58,2018-03-21,21288.0,20799.599609375
59,2018-03-22,20750.0,20599.69921875
60,2018-03-23,20293.69921875,20446.69921875
61,2018-03-26,20500.0,21466.75
62,2018-03-27,21369.400390625,22147.599609375
63,2018-03-28,22192.0,22684.650390625
64,2018-03-29,,
65,2018-04-02,22501.0,22202.900390625
66,2018-04-03,22076.44921875,22288.30078125
67,2018-04-04,22435.44921875,22718.150390625
68,2018-04-05,23118.5,23993.94921875
69,2018-04-06,23733.25,23926.650390625
70,2018-04-09,23929.0,24959.19921875
71,2018-04-10,24650.0,24886.150390625
72,2018-04-11,24999.0,24924.0
73,2018-04-12,24801.0,24722.30078125
74,2018-04-13,24824.0,25100.599609375
75,2018-04-16,24802.650390625,25300.099609375
76,2018-04-17,25300.5,24798.400390625
77,2018-04-18,24924.0,24775.599609375
78,2018-04-19,24924.0,24757.75
79,2018-04-20,24793.150390625,24319.5
80,2018-04-23,24093.0,23937.400390625
81,2018-04-24,24108.80078125,24472.19921875
82,2018-04-25,24444.0,24030.0
83,2018-04-26,24199.0,23931.80078125
84,2018-04-27,24123.94921875,24059.599609375
85,2018-04-30,24224.0,24204.55078125
86,2018-05-02,24244.0,23663.099609375
87,2018-05-03,23450.0,23307.30078125
88,2018-05-04,23211.349609375,23640.349609375
89,2018-05-07,23101.0,24101.400390625
90,2018-05-08,24079.19921875,24322.75
91,2018-05-09,24076.19921875,23914.44921875
92,2018-05-10,24103.75,23752.650390625
93,2018-05-11,23949.94921875,24020.19921875
94,2018-05-14,23998.849609375,23993.349609375
95,2018-05-15,23588.25,23259.69921875
96,2018-05-16,23109.94921875,23578.25
97,2018-05-17,23723.0,23509.849609375
98,2018-05-18,23474.94921875,23097.05078125
99,2018-05-21,22856.650390625,22946.30078125
100,2018-05-22,23010.05078125,23392.69921875
101,2018-05-23,23392.69921875,23320.44921875
102,2018-05-24,23505.0,23357.30078125
103,2018-05-25,23360.0,24465.25
104,2018-05-28,24885.0,24221.400390625
105,2018-05-29,24220.05078125,24400.19921875
106,2018-05-30,24127.05078125,24347.44921875
107,2018-05-31,24524.0,25200.400390625
108,2018-06-01,25201.0,24845.0
109,2018-06-04,24900.0,24864.44921875
110,2018-06-05,24790.0,24284.5
111,2018-06-06,24217.099609375,24747.44921875
112,2018-06-07,25062.900390625,24788.75
113,2018-06-08,24600.0,24642.69921875
114,2018-06-11,24732.25,24345.55078125
115,2018-06-12,24459.44921875,24676.150390625
116,2018-06-13,25480.0,25685.0
117,2018-06-14,25679.900390625,26494.400390625
118,2018-06-15,26494.400390625,26562.19921875
119,2018-06-18,26548.94921875,26849.05078125
120,2018-06-19,26670.25,26331.05078125
121,2018-06-20,26421.0,26423.94921875
122,2018-06-21,26550.0,26368.650390625
123,2018-06-22,26373.0,26995.650390625
124,2018-06-25,26851.25,28223.30078125
125,2018-06-26,27997.5,27653.25
