,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS,ASTRAL.NS,BEL.BO,BLUEDART.BO,CROMPTON.NS,DIVISLAB.NS,ESCORTS.BO,GLENMARK.NS,PAGEIND.BO,SVT1.SG,TATACOMM.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,504.5999755859375,169.70143127441406,4537.8974609375,260.7181701660156,1061.0928955078125,798.5936889648438,611.7303466796875,22092.83203125,19.349802017211914,639.2080688476562,507.2101135253906,179.0,4659.35009765625,272.6499938964844,1101.550048828125,811.5,627.0,23065.650390625,23.25,675.0499877929688,509.4001159667969,181.4499969482422,4759.0,275.0,1107.0,814.9000244140625,629.75,23250.0,23.6299991607666,683.75,498.7201232910156,178.5500030517578,4531.75,270.8500061035156,1075.050048828125,784.4000244140625,614.0,22759.94921875,23.25,670.0999755859375,498.7201232910156,181.4499969482422,4759.0,270.8500061035156,1085.0,786.0,616.0,23250.0,23.25,673.9500122070312,31849.0,197200.0,160.0,378755.0,459962.0,182487.0,1913296.0,675.0,120.0,325500.0
2018-01-12,499.1679992675781,168.80079650878906,4614.3994140625,260.335693359375,1053.6275634765625,798.1017456054688,610.6083374023438,21653.765625,19.06684112548828,641.196533203125,501.7501220703125,178.0500030517578,4737.89990234375,272.25,1093.800048828125,811.0,625.8499755859375,22607.25,22.90999984741211,677.1500244140625,510.0001220703125,180.1999969482422,4810.0,275.3500061035156,1110.0,822.5999755859375,631.5,23150.0,23.040000915527344,686.0999755859375,500.4001159667969,176.39999389648438,4604.0,269.8999938964844,1083.5,798.5999755859375,618.4500122070312,22501.0,22.760000228881836,672.5999755859375,510.0001220703125,180.0,4653.7998046875,273.04998779296875,1106.9000244140625,815.9000244140625,630.0,23045.75,22.760000228881836,678.0,22544.0,275985.0,1490.0,342452.0,276559.0,207817.0,988132.0,1128.0,0.0,770061.0
2018-01-15,501.4960021972656,169.22735595703125,4669.81640625,254.12013244628906,1038.744873046875,791.4590454101562,609.1937255859375,21698.9296875,19.27490234375,637.551025390625,504.0901184082031,178.5,4794.7998046875,265.75,1078.3499755859375,804.25,624.4000244140625,22654.400390625,23.15999984741211,673.2999877929688,513.0001220703125,179.85000610351562,4807.0,278.75,1093.800048828125,816.3499755859375,631.5,24190.0,23.15999984741211,682.0,498.0001220703125,177.5,4750.0,263.0,1020.0,800.2999877929688,621.5999755859375,22301.849609375,22.520000457763672,671.9000244140625,504.0001220703125,177.5,4750.0,271.75,1093.800048828125,811.0,628.7999877929688,23100.0,22.520000457763672,677.3499755859375,27801.0,150840.0,664.0,339767.0,279071.0,124127.0,543699.0,929.0,0.0,384218.0
2018-01-16,495.4373474121094,164.39231872558594,4612.2080078125,262.7262878417969,1052.615966796875,778.5182495117188,610.6083374023438,21520.29296875,19.058517456054688,617.2398681640625,498.0001220703125,173.39999389648438,4735.64990234375,274.75,1092.75,791.0999755859375,625.8499755859375,22467.900390625,22.899999618530273,651.8499755859375,509.94012451171875,179.0,4815.4501953125,281.0,1102.800048828125,815.0,633.7999877929688,22959.94921875,23.170000076293945,675.2999877929688,495.7201232910156,172.6999969482422,4720.0,266.0,1075.0,784.4000244140625,623.1500244140625,22300.0,22.610000610351562,646.5499877929688,509.94012451171875,179.0,4765.0498046875,266.8999938964844,1079.0,807.0,626.0,22913.80078125,22.610000610351562,673.25,64151.0,5150177.0,473.0,558902.0,804279.0,240198.0,1200060.0,473.0,0.0,569013.0
2018-01-17,502.21234130859375,165.29295349121094,4598.62255859375,257.61041259765625,1066.87255859375,782.8482666015625,615.5353393554688,21290.84765625,18.925357818603516,611.3217163085938,504.81011962890625,174.35000610351562,4721.7001953125,269.3999938964844,1107.550048828125,795.5,630.9000244140625,22228.349609375,22.739999771118164,645.5999755859375,513.60009765625,176.5,4787.35009765625,276.79998779296875,1111.9000244140625,798.9500122070312,633.0,22499.94921875,22.850000381469727,653.5,492.0001220703125,167.25,4625.2001953125,268.1499938964844,1078.199951171875,767.2000122070312,615.75,21900.0,22.579999923706055,634.4000244140625,500.94012451171875,174.0,4692.0498046875,276.79998779296875,1091.0,791.4000244140625,625.7000122070312,22401.0,22.84000015258789,645.2999877929688,48758.0,1028555.0,444.0,247148.0,840913.0,113527.0,819868.0,395.0,0.0,762166.0
2018-01-18,499.8544921875,162.2592315673828,4584.89013671875,253.64202880859375,1050.352294921875,746.0923461914062,610.5108642578125,21244.73046875,18.800519943237305,600.4323120117188,502.44012451171875,171.14999389648438,4707.60009765625,265.25,1090.4000244140625,758.1500244140625,625.75,22180.19921875,22.59000015258789,634.0999755859375,511.1701354980469,177.9499969482422,4748.0,274.6499938964844,1119.75,810.25,636.0,22887.69921875,22.770000457763672,651.3499755859375,501.0301208496094,169.25,4582.0,261.1499938964844,1081.0999755859375,741.0,624.0,21906.650390625,22.56999969482422,628.4000244140625,505.83013916015625,175.10000610351562,4730.0498046875,271.04998779296875,1107.550048828125,808.8499755859375,632.0999755859375,22400.0,22.729999542236328,649.8499755859375,27726.0,245669.0,2392.0,312708.0,582399.0,138758.0,754679.0,633.0,0.0,471242.0
2018-01-19,499.9141845703125,163.776123046875,4511.6494140625,251.06016540527344,1057.96240234375,758.7869873046875,609.0961303710938,21088.603515625,18.9919376373291,600.195556640625,502.5001220703125,172.75,4632.39990234375,262.54998779296875,1098.300048828125,771.0499877929688,624.2999877929688,22017.19921875,22.81999969482422,633.8499755859375,504.6001281738281,173.39999389648438,4688.5498046875,269.0,1103.5999755859375,777.9000244140625,631.0999755859375,22417.25,22.81999969482422,639.9500122070312,501.0001220703125,170.25,4628.75,261.0,1082.5999755859375,757.4000244140625,618.5,21880.0,22.6200008392334,626.1500244140625,501.0001220703125,172.89999389648438,4650.0,269.0,1090.0,760.0,630.0,22299.900390625,22.6200008392334,632.0,27801.0,212631.0,128.0,238803.0,322347.0,180167.0,320742.0,336.0,0.0,373829.0
2018-01-22,504.1523132324219,166.14620971679688,4599.20654296875,249.3867645263672,1038.26318359375,771.8755493164062,605.095947265625,21067.576171875,19.06684112548828,610.2801513671875,506.7601318359375,175.25,4722.2998046875,260.79998779296875,1077.8499755859375,784.3499755859375,620.2000122070312,21995.25,22.90999984741211,644.5,510.0001220703125,175.9499969482422,4749.85009765625,265.1499938964844,1103.699951171875,789.0,627.4500122070312,22288.25,23.559999465942383,650.0,501.0001220703125,172.4499969482422,4650.0,255.4499969482422,1067.25,766.7999877929688,618.25,21906.30078125,22.829999923706055,629.0999755859375,501.0001220703125,173.0,4650.0,263.1000061035156,1095.949951171875,768.0,627.4500122070312,22024.94921875,23.559999465942383,638.0,27004.0,416443.0,189.0,302909.0,690857.0,83329.0,497055.0,237.0,13.0,696045.0
2018-01-23,495.7060241699219,165.9092254638672,4598.86572265625,252.73358154296875,1060.9000244140625,796.23193359375,617.0965576171875,21082.1328125,19.058517456054688,605.450927734375,498.2701110839844,175.0,4721.9501953125,264.29998779296875,1101.3499755859375,809.0999755859375,632.5,22010.44921875,22.899999618530273,639.4000244140625,509.880126953125,177.0,4790.0,273.75,1107.6500244140625,813.7000122070312,634.5,22249.0,22.90999984741211,654.5,495.8701171875,174.0,4669.0498046875,261.1499938964844,1079.0,784.0,619.9500122070312,21850.150390625,22.719999313354492,636.5499877929688,503.4001159667969,176.0,4702.0,263.0,1079.0,784.0,620.9500122070312,22015.900390625,22.90999984741211,654.0,23376.0,864222.0,467.0,1369692.0,1019038.0,102026.0,792356.0,428.0,0.0,426592.0
2018-01-24,489.4383850097656,164.67674255371094,4567.99169921875,239.7765655517578,1062.3931884765625,808.2379150390625,624.5113525390625,21189.3125,18.96697235107422,600.1009521484375,491.9701232910156,173.6999969482422,4690.25,250.75,1102.9000244140625,821.2999877929688,640.0999755859375,22122.349609375,22.790000915527344,633.75,501.57012939453125,175.0,4714.0,269.0,1126.0999755859375,831.0,645.4500122070312,22200.0,22.790000915527344,645.0,479.4601135253906,172.39999389648438,4678.10009765625,248.75,1086.5,806.9000244140625,625.0,21720.0,22.739999771118164,628.5,495.06011962890625,174.60000610351562,4710.0,267.0,1104.949951171875,809.7000122070312,632.5,22000.0,22.75,639.0999755859375,20531.0,1005604.0,86.0,1470948.0,821655.0,194829.0,1140364.0,339.0,0.0,355576.0
2018-01-25,484.39447021484375,167.947509765625,4519.34375,227.20205688476562,1079.1541748046875,822.162841796875,618.8038940429688,20934.388671875,19.033552169799805,586.3707885742188,486.9001159667969,177.14999389648438,4640.2998046875,237.60000610351562,1120.300048828125,835.4500122070312,634.25,21856.19921875,22.8700008392334,619.25,493.1701354980469,179.5,4670.5498046875,253.9499969482422,1126.0,848.0,647.0,22235.0,22.8700008392334,634.7999877929688,482.4001159667969,174.5500030517578,4633.0,234.10000610351562,1095.0999755859375,820.0,630.1500244140625,21663.94921875,22.790000915527344,617.6500244140625,491.9701232910156,178.0,4665.0,251.10000610351562,1100.0,820.0,641.9500122070312,22235.0,22.790000915527344,634.7999877929688,32661.0,3861096.0,210.0,3630836.0,2015896.0,154002.0,1822288.0,505.0,0.0,319537.0
2018-01-26,,,,,,,,,18.96697235107422,,,,,,,,,,22.790000915527344,,,,,,,,,,22.8700008392334,,,,,,,,,,22.770000457763672,,,,,,,,,,22.84000015258789,,,,,,,,,,0.0,
2018-01-29,478.42535400390625,166.52542114257812,4497.08984375,231.21824645996094,1059.985107421875,820.1455078125,606.94970703125,20924.958984375,18.85877799987793,573.4454956054688,480.9001159667969,175.64999389648438,4617.4501953125,241.8000030517578,1100.4000244140625,833.4000244140625,622.0999755859375,21846.349609375,22.65999984741211,605.5999755859375,491.31011962890625,178.8000030517578,4680.0,246.4499969482422,1115.0,848.2000122070312,641.8499755859375,22099.94921875,22.780000686645508,627.6500244140625,474.0001220703125,174.5500030517578,4500.0,235.39999389648438,1082.0,831.0999755859375,616.0,21741.0,22.65999984741211,603.2000122070312,486.6001281738281,177.9499969482422,4606.0498046875,243.0,1115.0,837.0,634.2999877929688,21943.5,22.719999313354492,619.9500122070312,103831.0,187674.0,778.0,1272726.0,909205.0,77474.0,670198.0,152.0,0.0,795486.0
2018-01-30,462.15948486328125,168.0423126220703,4552.75,231.55291748046875,1040.2379150390625,819.9486694335938,600.8031005859375,20744.21875,18.509233474731445,577.5645751953125,464.55010986328125,177.25,4674.60009765625,242.14999389648438,1079.9000244140625,833.2000122070312,615.7999877929688,21657.650390625,22.239999771118164,609.9500122070312,480.06011962890625,178.0500030517578,4733.0,245.75,1108.25,851.9500122070312,619.0499877929688,21930.0,22.600000381469727,619.4000244140625,453.9601135253906,175.10000610351562,4555.0,235.0,1068.25,830.0,607.5,21537.0,22.040000915527344,602.5999755859375,480.06011962890625,177.3000030517578,4657.14990234375,245.0,1100.0,839.5,616.9000244140625,21700.0,22.600000381469727,607.4000244140625,145231.0,251270.0,524.0,1185186.0,662548.0,165359.0,411149.0,221.0,147.0,637440.0
2018-01-31,476.7838439941406,160.60011291503906,4551.8251953125,238.24659729003906,1001.2254638671875,800.1683349609375,591.4369506835938,20661.2734375,18.492584228515625,582.6777954101562,479.2501220703125,169.39999389648438,4673.64990234375,249.14999389648438,1039.4000244140625,813.0999755859375,606.2000122070312,21571.05078125,22.219999313354492,615.3499755859375,488.4001159667969,171.64999389648438,4765.0,252.0,1079.9000244140625,841.8499755859375,614.75,21900.0,22.299999237060547,625.0,458.43011474609375,167.6999969482422,4612.0,232.3000030517578,1009.0,797.5,601.25,21350.0,22.219999313354492,611.9500122070312,464.55010986328125,171.10000610351562,4675.0,238.0500030517578,1079.9000244140625,833.0,614.75,21900.0,22.270000457763672,612.5,32809.0,609227.0,1479.0,1363969.0,960918.0,497423.0,667577.0,297.0,0.0,602219.0
2018-02-01,473.4709777832031,153.48968505859375,4523.58056640625,242.31057739257812,1005.4638671875,858.0823974609375,573.8265380859375,20392.310546875,18.301170349121094,590.0162963867188,475.92010498046875,161.89999389648438,4644.64990234375,253.39999389648438,1043.800048828125,871.9500122070312,588.1500244140625,21290.25,21.989999771118164,623.0999755859375,493.05010986328125,171.1999969482422,4720.0,264.95001220703125,1058.5999755859375,881.0499877929688,609.0,21899.94921875,22.520000457763672,630.8499755859375,468.93011474609375,161.39999389648438,4590.25,248.5,1022.5,814.0499877929688,581.0499877929688,21242.0,21.989999771118164,606.75,477.0001220703125,170.0,4700.0,251.9499969482422,1050.0,817.9000244140625,605.0,21749.94921875,22.139999389648438,618.4000244140625,41971.0,641396.0,170.0,1140961.0,763908.0,899192.0,780428.0,218.0,0.0,549500.0
2018-02-02,467.02435302734375,144.15139770507812,4506.53662109375,234.89974975585938,990.4849243164062,845.0431518554688,575.1923828125,19217.158203125,17.926660537719727,584.1455688476562,469.44012451171875,152.0500030517578,4627.14990234375,245.64999389648438,1028.25,858.7000122070312,589.5499877929688,20063.349609375,21.540000915527344,616.9000244140625,484.7701110839844,161.5500030517578,4660.0,251.8000030517578,1051.25,889.2999877929688,602.2999877929688,21159.94921875,21.75,622.7000122070312,462.3301086425781,150.3000030517578,4500.10009765625,236.0500030517578,1006.7999877929688,837.4000244140625,582.0499877929688,19621.650390625,21.479999542236328,596.1500244140625,472.80010986328125,161.5500030517578,4660.0,247.89999389648438,1025.0,869.9000244140625,584.0,21000.0,21.65999984741211,620.0,39274.0,917245.0,550.0,1091761.0,1850108.0,633621.0,1308916.0,576.0,0.0,1563050.0
2018-02-05,475.6198425292969,142.2078857421875,4488.27587890625,243.21902465820312,996.64990234375,866.3488159179688,577.1436767578125,18385.2421875,17.635372161865234,586.3707885742188,478.0801086425781,150.0,4608.39990234375,254.35000610351562,1034.6500244140625,880.3499755859375,591.5499877929688,19194.80078125,21.190000534057617,619.25,486.0001220703125,151.75,4762.35009765625,259.70001220703125,1048.5999755859375,900.0,595.9000244140625,20700.0,21.510000228881836,622.9500122070312,439.5001220703125,146.5,4400.0,233.3000030517578,1000.0,835.0,577.6500244140625,19124.05078125,21.190000534057617,604.0,462.0001220703125,151.64999389648438,4505.10009765625,245.10000610351562,1005.0,849.0,581.0,20700.0,21.510000228881836,605.5,112313.0,1062535.0,689.0,807919.0,545693.0,226227.0,392893.0,742.0,0.0,603866.0
2018-02-06,462.45794677734375,141.25982666015625,4447.46728515625,231.55291748046875,966.3549194335938,878.354736328125,557.3868408203125,18994.1328125,17.04447364807129,571.6464233398438,464.8501281738281,149.0,4566.5,242.14999389648438,1003.2000122070312,892.5499877929688,571.2999877929688,19830.5,20.479999542236328,603.7000122070312,483.0001220703125,150.25,4690.0,252.4499969482422,1016.0,902.0,582.5,20000.0,21.139999389648438,616.0,442.2001037597656,140.0,4410.0,233.0,978.3499755859375,838.1500244140625,566.0,17280.0,20.350000381469727,591.5999755859375,451.80010986328125,142.0,4528.0498046875,233.25,982.4000244140625,859.7000122070312,566.0,18101.0,21.139999389648438,599.0,404874.0,1377354.0,824.0,533435.0,659453.0,336838.0,745778.0,6200.0,500.0,755961.0
2018-02-07,460.3985900878906,149.7449493408203,4440.50390625,232.2700958251953,976.0358276367188,894.9860229492188,555.240478515625,18512.91796875,17.26085662841797,569.563232421875,462.7801208496094,157.9499969482422,4559.35009765625,242.89999389648438,1013.25,909.4500122070312,569.0999755859375,19328.099609375,20.739999771118164,601.5,480.0901184082031,159.5500030517578,4596.89990234375,249.6999969482422,1023.75,921.9000244140625,581.5999755859375,20288.0,20.739999771118164,622.2000122070312,460.44012451171875,152.85000610351562,4491.7998046875,242.0,1005.7000122070312,903.0,566.0999755859375,19250.0,20.3799991607666,599.3499755859375,474.0901184082031,153.60000610351562,4565.39990234375,244.0,1010.0,916.0499877929688,578.5,20288.0,20.3799991607666,611.2999877929688,30241.0,906439.0,20278.0,1222693.0,382513.0,322143.0,724192.0,584.0,0.0,586010.0
2018-02-08,474.5155334472656,149.3485565185547,4437.09521484375,232.36573791503906,992.0743408203125,892.42724609375,565.4846801757812,19773.603515625,17.527177810668945,586.0867309570312,476.9701232910156,157.0,4555.85009765625,243.0,1029.9000244140625,906.8499755859375,579.5999755859375,20644.30078125,21.059999465942383,618.9500122070312,479.4001159667969,160.0,4612.25,245.89999389648438,1049.9000244140625,913.0999755859375,581.0,20811.0,21.06999969482422,624.0,462.0001220703125,154.5,4530.5498046875,241.10000610351562,1016.0,893.5499877929688,559.5499877929688,19315.05078125,20.780000686645508,601.4000244140625,465.5401306152344,159.75,4555.75,244.6999969482422,1016.0,911.0,569.5,19400.0,20.959999084472656,603.0,28819.0,697171.0,234.0,771291.0,424810.0,117415.0,2067700.0,3319.0,0.0,726417.0
2018-02-09,474.63494873046875,148.73023986816406,4390.49267578125,233.8000946044922,979.214599609375,897.5445556640625,522.166015625,20424.349609375,17.00286102294922,604.2199096679688,477.0901184082031,156.35000610351562,4508.0,244.5,1016.5499877929688,912.0499877929688,535.2000122070312,21323.69921875,20.43000030517578,638.0999755859375,479.880126953125,157.6999969482422,4565.0,247.3000030517578,1028.0,915.1500244140625,544.5,21584.75,20.889999389648438,641.0,459.0301208496094,153.1999969482422,4464.0,238.64999389648438,1005.0,876.8499755859375,524.0,20110.0,20.350000381469727,603.7000122070312,477.6001281738281,153.3000030517578,4500.0,239.0,1005.0,885.7000122070312,540.0,20599.0,20.889999389648438,606.9500122070312,57211.0,275017.0,457.0,301888.0,472189.0,210826.0,6588431.0,1090.0,0.0,730373.0
2018-02-12,468.397216796875,150.0144500732422,4379.39013671875,227.63235473632812,998.431884765625,888.884521484375,522.3123779296875,21101.771484375,16.803123474121094,615.4880981445312,470.82012939453125,157.6999969482422,4496.60009765625,238.0500030517578,1036.5,903.25,535.3499755859375,22030.94921875,20.190000534057617,650.0,489.0001220703125,158.3000030517578,4545.0,246.39999389648438,1043.0,918.25,542.9000244140625,22078.30078125,20.389999389648438,655.9500122070312,462.9001159667969,155.8000030517578,4480.0,235.5500030517578,1017.5,898.1500244140625,534.0,21489.0,20.190000534057617,634.9500122070312,489.0001220703125,157.1999969482422,4537.85009765625,246.39999389648438,1022.0,915.0,540.0,21700.0,20.299999237060547,645.0,45674.0,237386.0,3605.0,855949.0,488773.0,119466.0,1626940.0,633.0,0.0,414890.0
2018-02-13,,,,,,,,,16.108190536499023,,,,,,,,,,19.354999542236328,,,,,,,,,,19.9950008392334,,,,,,,,,,19.2549991607666,,,,,,,,,,19.9950008392334,,,,,,,,,,0.0,
