,Date,Open,Close
1,2018-01-01,,
2,2018-01-02,10477.5498046875,10442.2001953125
3,2018-01-03,10482.650390625,10443.2001953125
4,2018-01-04,10469.400390625,10504.7998046875
5,2018-01-05,10534.25,10558.849609375
6,2018-01-08,10591.7001953125,10623.599609375
7,2018-01-09,10645.099609375,10637.0
8,2018-01-10,10652.0498046875,10632.2001953125
9,2018-01-11,10637.0498046875,10651.2001953125
10,2018-01-12,10682.5498046875,10681.25
11,2018-01-15,10718.5,10741.5498046875
12,2018-01-16,10761.5,10700.4501953125
13,2018-01-17,10702.4501953125,10788.5498046875
14,2018-01-18,10873.400390625,10817.0
15,2018-01-19,10829.2001953125,10894.7001953125
16,2018-01-22,10883.2001953125,10966.2001953125
17,2018-01-23,10997.400390625,11083.7001953125
18,2018-01-24,11069.349609375,11086.0
19,2018-01-25,11095.599609375,11069.650390625
20,2018-01-29,11079.349609375,11130.400390625
21,2018-01-30,11120.849609375,11049.650390625
22,2018-01-31,11018.7998046875,11027.7001953125
23,2018-02-01,11044.5498046875,11016.900390625
24,2018-02-02,10938.2001953125,10760.599609375
25,2018-02-05,10604.2998046875,10666.5498046875
26,2018-02-06,10295.150390625,10498.25
27,2018-02-07,10607.2001953125,10476.7001953125
28,2018-02-08,10518.5,10576.849609375
29,2018-02-09,10416.5,10454.9501953125
30,2018-02-12,10518.2001953125,10539.75
31,2018-02-14,10585.75,10500.900390625
32,2018-02-15,10537.900390625,10545.5
33,2018-02-16,10596.2001953125,10452.2998046875
34,2018-02-19,10488.900390625,10378.400390625
35,2018-02-20,10391.0,10360.400390625
36,2018-02-21,10426.0,10397.4501953125
37,2018-02-22,10354.349609375,10382.7001953125
38,2018-02-23,10408.099609375,10491.0498046875
39,2018-02-26,10526.5498046875,10582.599609375
40,2018-02-27,10615.2001953125,10554.2998046875
41,2018-02-28,10488.9501953125,10492.849609375
42,2018-03-01,10479.9501953125,10458.349609375
43,2018-03-05,10428.2998046875,10358.849609375
44,2018-03-06,10420.5,10249.25
45,2018-03-07,10232.9501953125,10154.2001953125
46,2018-03-08,10216.25,10242.650390625
47,2018-03-09,10271.2998046875,10226.849609375
48,2018-03-12,10301.599609375,10421.400390625
49,2018-03-13,10389.5,10426.849609375
50,2018-03-14,10393.0498046875,10410.900390625
51,2018-03-15,10405.4501953125,10360.150390625
52,2018-03-16,10345.150390625,10195.150390625
53,2018-03-19,10215.349609375,10094.25
54,2018-03-20,10051.5498046875,10124.349609375
55,2018-03-21,10181.9501953125,10155.25
56,2018-03-22,10167.5,10114.75
57,2018-03-23,9968.7998046875,9998.0498046875
58,2018-03-26,9989.150390625,10130.650390625
59,2018-03-27,10188.0,10184.150390625
60,2018-03-28,10143.599609375,10113.7001953125
61,2018-04-02,10151.650390625,10211.7998046875
62,2018-04-03,10186.849609375,10245.0
63,2018-04-04,10274.599609375,10128.400390625
64,2018-04-05,10228.4501953125,10325.150390625
65,2018-04-06,10322.75,10331.599609375
66,2018-04-09,10333.7001953125,10379.349609375
67,2018-04-10,10412.900390625,10402.25
68,2018-04-11,10428.150390625,10417.150390625
69,2018-04-12,10410.650390625,10458.650390625
70,2018-04-13,10495.2998046875,10480.599609375
71,2018-04-16,10398.2998046875,10528.349609375
72,2018-04-17,10557.2998046875,10548.7001953125
73,2018-04-18,10578.900390625,10526.2001953125
