Date,ASIANPAINT.NS,BAJFINANCE.NS,HDFC.NS,KOTAKBANK.NS,MARUTI.NS,RELIANCE.NS,TCS.NS,TITAN.NS,UPL.NS,WIPRO.NS,NSE Index
20-04-2018,1159.349976,1880.400024,1834.150024,1152.849976,9025,919.1870117,1701.224976,956.5499878,510.5,223.5375519,10592.79981
23-04-2018,1178.699951,1899.349976,1830.849976,1169,9064.849609,927.2109375,1704.324951,962.9500122,502.5333252,223.012558,10578.09961
24-04-2018,1170.099976,1917.800049,1859.550049,1166,9064.650391,960.9412231,1692.824951,961.9500122,496.4666748,215.2125549,10612.40039
25-04-2018,1163.050049,1899.849976,1849.5,1167.849976,8934.599609,961.3870239,1735.125,960.8499756,495.9333191,215.3625488,10586.5
26-04-2018,1155.699951,1892.099976,1850.449951,1185.699951,8946.450195,966.1914673,1769.625,969.5,500.1666565,211.012558,10651.65039
27-04-2018,1181.599976,1901.150024,1853.75,1188.75,8783.349609,986.9447632,1725.974976,970,502.8999939,207.1125488,10705.75
30-04-2018,1201.699951,1907.699951,1883.25,1211.099976,8814.950195,954.2546387,1766.050049,981.7999878,486.5666809,209.0625458,10783.84961
02-05-2018,1222.300049,1905.099976,1910.599976,1256.849976,8744.5,963.5663452,1749.875,964.5,488.9333191,206.6625519,10720.15039
03-05-2018,1206.75,1874.300049,1922.699951,1233.550049,8755.950195,952.5705566,1740.925049,959.3499756,471.9333191,203.5875549,10700.4502
04-05-2018,1190.449951,1857.400024,1910.349976,1233.449951,8678.200195,944.9924316,1740.375,958.0999756,469.1000061,202.4250488,10653.15039
07-05-2018,1215.25,1895.449951,1918.699951,1245.050049,8743.700195,961.8823242,1710.474976,968.9500122,478.2666626,206.0625458,10757.90039
08-05-2018,1209.900024,1868.400024,1903.349976,1241.849976,8775.200195,958.0189209,1720.599976,968.0999756,481,204.5625458,10693.34961
09-05-2018,1222.550049,1849.099976,1897.650024,1251.150024,8718.349609,967.5288086,1744.650024,985.7000122,487.5333252,202.6875458,10779.65039
10-05-2018,1217.699951,1837.400024,1894.300049,1247.5,8704.950195,971.9370117,1725.625,973.0999756,481.3333435,202.8375549,10741.9502
11-05-2018,1286.449951,1861.5,1919.800049,1267.300049,8750.299805,979.9609375,1728.474976,956.0499878,490.1666565,204.4875488,10815.15039
14-05-2018,1297.349976,1864.5,1930.599976,1271.599976,8707,977.3358154,1716.775024,920,485.6666565,204.262558,10812.59961
15-05-2018,1314.650024,1901.949951,1929.550049,1283.849976,8726.599609,969.7576904,1741.199951,931,488.8666687,203.2500458,10751.9502
16-05-2018,1323.699951,1919.949951,1914.550049,1281.400024,8695.599609,947.1717529,1746.949951,931.1500244,483.8999939,206.0250549,10775.59961
17-05-2018,1309.449951,2066.5,1875.099976,1270.699951,8697.5,936.4731445,1745.900024,936.5,471.3999939,208.762558,10671.84961
18-05-2018,1308.349976,2149.649902,1853,1294.400024,8510.950195,925.0811768,1751.025024,939.9500122,472.9666748,201.6750488,10616.7002
21-05-2018,1301.699951,2105.449951,1819.199951,1276.650024,8428.5,922.6046143,1778.375,915.25,455.0333252,198.6375427,10518.4502
22-05-2018,1286.849976,2149.300049,1810,1262.699951,8560.650391,918.0478516,1754.449951,914.2000122,454.8666687,198.7125549,10521.09961
23-05-2018,1278.599976,2078.399902,1783.650024,1255.349976,8497.400391,903.68396,1747.550049,920.0999756,456.9666748,197.5875549,10464.84961
24-05-2018,1293.599976,2094.75,1806.099976,1275.449951,8410.75,907.2501831,1801.849976,921.2999878,463.1333313,198.2625427,10533.04981
25-05-2018,1292.349976,2116,1819.75,1295.849976,8548.150391,912.1536865,1792.900024,924.4000244,464.8333435,198.4500427,10648.34961
28-05-2018,1321.849976,2094.949951,1829.550049,1297.150024,8709.299805,911.7574463,1751.025024,928.9000244,480.6666565,197.4750519,10689.40039
29-05-2018,1299.5,2077.100098,1809.75,1284.25,8714.900391,908.835144,1761.75,914.5,469.8999939,197.2500458,10579
30-05-2018,1293.849976,2118.649902,1790.800049,1303.25,8588.200195,907.4978027,1757.050049,913.5999756,469.7999878,195.6375427,10670.09961
31-05-2018,1304.650024,2109.899902,1833,1334.599976,8537.200195,912.6985474,1741.050049,900.0999756,471.7333374,196.4250488,10738.4502
01-06-2018,1293.050049,2077.399902,1844.25,1318,8808.849609,921.8121338,1732.449951,900,465.1666565,195.4500427,10765.9502
04-06-2018,1284.449951,2062.850098,1833.150024,1303.949951,8749.849609,932.0154419,1744.25,885.3499756,457.6333313,195.1125488,10630.7002
05-06-2018,1273.599976,2100.600098,1848.400024,1304.699951,8810.400391,938.7515869,1721.599976,863.9500122,457.1333313,191.4375458,10603.4502
06-06-2018,1262.800049,2160.649902,1858.449951,1315.699951,8842.349609,945.4381714,1725.75,899.4500122,462.3666687,194.4375458,10722.59961
07-06-2018,1290.800049,2169.449951,1869,1310.449951,8911.25,962.2290039,1735.550049,887.1500244,469.3666687,198.4500427,10736.40039
08-06-2018,1278.849976,2186.850098,1840.449951,1318.349976,8932.450195,975.1069336,1747.099976,896,475.2666626,198.0000458,10781.84961
11-06-2018,1283.300049,2250.300049,1839.449951,1323.349976,9022.650391,973.4229126,1749.699951,903.3499756,466.2000122,198.3000488,10816.15039
12-06-2018,1287.699951,2261.25,1847.699951,1329.300049,9016.75,987.7867432,1781,904.7000122,459.1333313,199.8375549,10887.5
13-06-2018,1286.400024,2231.050049,1832.300049,1325.650024,8967.349609,993.0865479,1824.099976,918.1500244,458.3666687,201.6000519,10832.90039
14-06-2018,1286.099976,2243.25,1833.75,1332.650024,8958,998.4853516,1787.550049,905.25,456.6000061,199.8000488,10808.65039
15-06-2018,1282.199951,2283.600098,1832.25,1340,8951.599609,1004.676697,1840.050049,903.4500122,467.1333313,200.1750488,10830.2002
18-06-2018,1282.050049,2243.149902,1823.550049,1315.300049,8973.450195,1006.013977,1829,897.7000122,461.5,199.3125458,10789.4502
19-06-2018,1269.199951,2270.600098,1828,1303.25,8862.599609,986.6970825,1824.5,889,449.3999939,195.7500458,10734.65039
20-06-2018,1271.300049,2267.800049,1847,1324.599976,8948.299805,1009.67926,1822.449951,888.3499756,434.8333435,194.7750549,10808.4502
21-06-2018,1253,2257.449951,1858.900024,1313.949951,8863.049805,1022.26001,1819.349976,868.4000244,430.6666565,193.9875488,10742.7002
22-06-2018,1267.699951,2336.050049,1906.75,1321.400024,8874.900391,1002.992615,1809.800049,877.5499878,426.7999878,193.6875458,10822.90039
25-06-2018,1253.449951,2390.600098,1893.800049,1328,8793,995.0182495,1819.25,864,422.7666626,193.1250458,10742.7002
26-06-2018,1274.599976,2367.350098,1915.849976,1329.849976,8931.349609,969.7576904,1852,872.1500244,426.5333252,193.2000427,10785.5
27-06-2018,1267.150024,2335.5,1904.849976,1324.199951,8898.299805,956.7807007,1858,869.6500244,413.7666626,192.0375519,10660.79981
28-06-2018,1268.400024,2274.699951,1878,1339.099976,8771.299805,936.0769043,1842.699951,836.3499756,404.4333191,192.8250427,10612.84961
29-06-2018,1264.449951,2296.350098,1908.099976,1342.949951,8825.599609,963.3187256,1847.75,878.5,412.5333252,196.1250458,10732.34961
02-07-2018,1293.050049,2299.550049,1897.099976,1337.949951,8821.049805,951.5799561,1851.349976,897.4000244,416.4666748,195.4500427,10668.59961
03-07-2018,1291.849976,2321.100098,1879.699951,1353.150024,8975.150391,962.1795044,1874.050049,893.2000122,420.1666565,196.4250488,10715
04-07-2018,1289.800049,2331.399902,1922.5,1365.25,9220.799805,980.8029785,1866.150024,886.5499878,416.1333313,196.4625549,10786.04981
05-07-2018,1321.400024,2330.149902,1931.050049,1365,9347.049805,955.4433594,1880.300049,838,415.3666687,198.0750427,10744.15039
06-07-2018,1323.150024,2345.699951,1916.849976,1371.199951,9317.5,968.3707886,1912.949951,829.6500244,414.2666626,197.1000519,10838.29981
09-07-2018,1363.099976,2348.050049,1904.900024,1385.099976,9374.900391,987.7372437,1883,821.7999878,415.8666687,198.7125549,10902.75
10-07-2018,1370.449951,2366.350098,1942.550049,1372.150024,9531,1016.068665,1875.099976,832.8499756,424.7333374,202.9500427,10956.40039
11-07-2018,1359.800049,2355.600098,1928.099976,1386.949951,9384.700195,1029.045654,1979.900024,809.5,402.2999878,204.075058,11006.9502
12-07-2018,1357.900024,2415,1962.699951,1389.800049,9347,1072.186768,1971.349976,808.4500122,387.9666748,209.5875549,11056.90039
13-07-2018,1367.800049,2468.600098,1972.5,1404.349976,9431.049805,1089.4729,1981.099976,838.7000122,375.0333252,210.637558,11018.9502
16-07-2018,1359.550049,2472.300049,1991.199951,1408.449951,9385.299805,1066.094482,1989.199951,831.2000122,373.2000122,212.325058,10939.65039
17-07-2018,1376.25,2469.149902,1989.300049,1400.599976,9445.400391,1082.092896,2002.150024,845.1500244,380.6666565,212.9250488,11060.2002
18-07-2018,1393,2488.75,2009.449951,1398.550049,9366.799805,1082.291016,2000.25,846.2000122,371.2333374,213.6000519,10999.5
19-07-2018,1403,2520.199951,1988.400024,1347.400024,9389.099609,1094.475464,1981.400024,869.8499756,368,214.3500519,10963.5
20-07-2018,1396.449951,2721.350098,1973.849976,1333.300049,9398.950195,1118.052002,1996.599976,860.4000244,366.3999939,212.2500458,11019.84961
23-07-2018,1433.199951,2755.800049,1966.849976,1337.050049,9701,1109.780396,2005.650024,858.75,421.3999939,207.3375549,11109
24-07-2018,1467.75,2713.350098,1975.550049,1312.25,9832.450195,1100.518188,1999,861.6500244,420.1333313,204.7125549,11148.40039
25-07-2018,1450.150024,2705.050049,2000.849976,1314.900024,9758.950195,1104.678711,1981.5,865.9000244,425.1666565,206.0250549,11132.9502
26-07-2018,1433.849976,2681.649902,2023.400024,1311.25,9396.25,1100.220947,1964.699951,854.5,425,203.5500488,11232.75
27-07-2018,1434.849976,2713.699951,2047.25,1311.099976,9310.400391,1119.240723,1943.75,884.0999756,423.6666565,205.8750458,11296.65039
30-07-2018,1430.199951,2678,2028.75,1305.25,9381.900391,1140.588379,1944.599976,892.0499878,428.3999939,204.8625488,11311.04981
31-07-2018,1451.400024,2697.899902,1994.849976,1306.849976,9520.549805,1174.863525,1940.199951,912.3499756,429.3666687,207.3000488,11359.79981
01-08-2018,1437.199951,2722.800049,1970.150024,1312.699951,9341.599609,1181.153809,1976.5,917.3499756,427.8999939,208.012558,11328.90039
02-08-2018,1418.400024,2683.850098,1931.949951,1280.199951,9142.400391,1157.37915,1948.400024,921.5,424.5,209.325058,11297.79981
03-08-2018,1411.849976,2681.300049,1977.5,1309.5,9187,1165.898438,1979.449951,919.2000122,427.3666687,208.5000458,11401.5
06-08-2018,1397.400024,2696.25,1979.300049,1282.800049,9286.400391,1181.401489,1975.550049,901.6500244,437.3999939,207.7875519,11423.15039
07-08-2018,1424.25,2747.350098,1978.599976,1283.699951,9411.5,1173.080322,1967.349976,927.25,431.4666748,208.0875549,11412.5
08-08-2018,1425.75,2813.149902,1984.599976,1288.300049,9207.400391,1206.265747,1974,935,431.8999939,208.8750458,11493.25
09-08-2018,1417.349976,2830.149902,1969.949951,1277.25,9146.049805,1206.513428,1974.349976,915.2999878,425.1666565,209.0250549,11474.9502
10-08-2018,1418.599976,2808.449951,1974.300049,1285.5,9148.25,1192.892578,1993.099976,920.0999756,424.3999939,209.137558,11369.59961
13-08-2018,1399.25,2760.399902,1947,1287.150024,9080.849609,1176.547485,2000.150024,913.6500244,416.9333191,211.387558,11381.7002
14-08-2018,1395.099976,2830.199951,1941.5,1293,9132.599609,1199.232422,2003.550049,925.5999756,406.9666748,213.7875519,11397.15039
16-08-2018,1394.800049,2856.600098,1891.199951,1245.400024,9200.549805,1189.524536,2008.5,919.4500122,406.4333191,209.5875549,11437.15039
17-08-2018,1400.650024,2851.199951,1885.650024,1263.25,9152.099609,1192.446777,2012.75,941.5499878,411.1666565,210.0375519,11502.09961
20-08-2018,1409.099976,2839.75,1920.050049,1274.75,9074.349609,1223.304321,2009.949951,921.7000122,412.6000061,213.7875519,11576.2002
21-08-2018,1403.300049,2871.800049,1913.349976,1263.400024,9113.299805,1235.48877,2017.650024,916.2999878,430.7999878,216.7125549,11620.7002
23-08-2018,1394.75,2893.850098,1906.300049,1247.699951,9223.299805,1257.529907,2035.099976,911.9000244,433.2999878,217.312561,11566.59961
24-08-2018,1393.5,2916.600098,1919.050049,1254.5,9163.799805,1265.504272,2043,885.3499756,435.6666565,219.1125488,11605.84961
27-08-2018,1399.800049,2950.75,1924.849976,1274.900024,9245.25,1279.372803,2050.899902,890.9000244,439.7333374,221.887558,11731.9502
28-08-2018,1407.5,2932.600098,1955.150024,1285.099976,9427.950195,1306.614624,2069.199951,888.2999878,436.1000061,221.700058,11744.9502
29-08-2018,1394,2985.5,1956.25,1288.599976,9368.099609,1282.047485,2072,882.7999878,453.3333435,222.562561,11694.75
30-08-2018,1378.699951,2926.75,1934.150024,1278.050049,9205.799805,1262.48291,2082.399902,878.3499756,464.1000061,224.2125549,11675.84961
31-08-2018,1372.449951,2856.600098,1935.949951,1287.25,9096.400391,1229.990967,2078.399902,891.9000244,476.8666687,225.937561,11751.79981
03-09-2018,1361.599976,2724.050049,1944.800049,1269.099976,8902.150391,1217.608276,2052.899902,912.75,480.4333191,231.262558,11598.75
04-09-2018,1311.300049,2746.300049,1954.800049,1257.599976,8868.5,1230.288086,2098.899902,880.9000244,465.7333374,235.012558,11514.84961
05-09-2018,1321.300049,2716.899902,1937.400024,1238.150024,8896.099609,1215.478516,2079.25,863.9000244,464.8999939,239.137558,11514.15039
06-09-2018,1314.5,2684.100098,1956.150024,1260.900024,8759.849609,1249.55542,2075.300049,867.1500244,470.0333252,240.9000549,11558.25
07-09-2018,1316,2744.199951,1920,1244.949951,8719.200195,1266.593994,2079.850098,867.4500122,476,243.5250549,11570.25
10-09-2018,1293.099976,2615.649902,1883.550049,1223.349976,8639.400391,1244.057617,2080.75,857.5499878,468.8333435,243.750061,11476.84961
11-09-2018,1297.849976,2600.75,1868.050049,1206.400024,8517.049805,1226.078003,2046.25,820.75,458.4333191,242.9625549,11340.09961
12-09-2018,1291,2594,1877.800049,1230.400024,8493.950195,1240.739014,2043.949951,826.4500122,469.1000061,246.562561,11443.5
14-09-2018,1333.900024,2672.199951,1925.449951,1239.550049,8626.700195,1241.382935,2065.399902,842.5999756,491.1666565,247.6500549,11464.9502
17-09-2018,1308.650024,2604.600098,1878.849976,1230.400024,8537.799805,1214.388794,2074.149902,823.4500122,482.3333435,247.4250641,11381.54981
18-09-2018,1292.099976,2570.399902,1855.699951,1215.300049,8399.150391,1205.720947,2070.75,824.9000244,472.7000122,249.4125671,11326.65039
19-09-2018,1291.349976,2499.550049,1830.650024,1226.900024,8210.349609,1199.381104,2077.899902,823.5999756,461.5333252,249.5250549,11271.29981
21-09-2018,1304.75,2379.399902,1839.400024,1180.199951,8040.149902,1206.067627,2103.149902,800.5999756,443.8666687,251.4000549,11164.40039
24-09-2018,1271.949951,2260.800049,1718.699951,1148.699951,7793.049805,1220.481079,2198.449951,791.0999756,434.2666626,249.5250549,10969.9502
25-09-2018,1289.900024,2299.199951,1773.349976,1183.349976,7999.450195,1219.044678,2183.199951,796.8499756,440.6333313,246.2250671,11145.54981
26-09-2018,1282,2315.550049,1767.449951,1169.400024,7842.549805,1239.649414,2142.149902,814.7000122,465.0333252,239.437561,11079.79981
27-09-2018,1287.5,2204.199951,1729,1142.449951,7553.049805,1241.977295,2188.850098,821.4500122,455.3999939,239.2125549,11008.09961
28-09-2018,1293.300049,2168,1754.5,1141.599976,7347.950195,1246.137817,2183.699951,805.5999756,442.8666687,243.000061,10930.90039
01-10-2018,1279.800049,2208.5,1806.349976,1122,7463.950195,1220.134399,2255.550049,809.75,443.7333374,247.6125641,10982.7002
03-10-2018,1251.75,2232.199951,1797.550049,1098.25,7246,1193.78418,2162.850098,794.5,428.4333191,245.625061,10754.7002
04-10-2018,1224.699951,2179.149902,1778.449951,1074.5,7198.75,1111.712036,2064.800049,776.7000122,419.1666565,244.2375641,10514.09961
05-10-2018,1209.5,2023.300049,1708.650024,1052.199951,6904.350098,1039.001343,2102.649902,792.0999756,397.7666626,243.9750671,10310.15039
08-10-2018,1247.800049,1974.849976,1667.699951,1104.300049,6889.75,1098.982788,2077.550049,813.5499878,412.7666626,238.125061,10390.29981
09-10-2018,1201.400024,2060.850098,1712.75,1108.449951,6699.450195,1079.814453,2091.800049,749.5,402.7333374,241.2375641,10331.84961
10-10-2018,1225.949951,2270.949951,1736.949951,1137.75,6985.850098,1091.751343,2043.599976,788.5499878,414.9666748,236.9625549,10169.79981
11-10-2018,1219.050049,2162.100098,1684.550049,1115.550049,6875.5,1077.585571,1979.949951,778.9000244,403.4333191,234.7875519,10331.54981
12-10-2018,1261.199951,2287.350098,1730.300049,1167.150024,7287.200195,1115.97168,1918.300049,805.1500244,418.6333313,237.2250519,10524.2002
15-10-2018,1250.300049,2306.199951,1732.900024,1170.449951,7182,1129.047729,1949.5,807.2000122,423.9666748,239.9625549,10550.15039
16-10-2018,1267.599976,2308.850098,1756.25,1175.75,7150.899902,1152.871948,1962.300049,810.5999756,428.0666809,239.2875519,10688.7002
17-10-2018,1259,2150.5,1737.800049,1176,6885.600098,1140.489258,1929.400024,800.0999756,425.5,242.3625641,10339.7002
